"Kod";"Nazwa";"ogółem;2020;[ha]";"ogółem;2021;[ha]";"ogółem;2022;[ha]";"wielorodzinne;2020;[ha]";"wielorodzinne;2021;[ha]";"wielorodzinne;2022;[ha]";"jednorodzinne;2020;[ha]";"jednorodzinne;2021;[ha]";"jednorodzinne;2022;[ha]";"spółdzielcze;2020;[ha]";"spółdzielcze;2021;[ha]";"spółdzielcze;2022;[ha]";"komunalne;2020;[ha]";"komunalne;2021;[ha]";"komunalne;2022;[ha]";"towarzystw budownictwa społecznego;2020;[ha]";"towarzystw budownictwa społecznego;2021;[ha]";"towarzystw budownictwa społecznego;2022;[ha]";"osób fizycznych;2020;[ha]";"osób fizycznych;2021;[ha]";"osób fizycznych;2022;[ha]";"spółek i innych;2020;[ha]";"spółek i innych;2021;[ha]";"spółek i innych;2022;[ha]";
1661000;"Powiat m. Opole";1;6;2;1;5;0;1;1;2;0;0;0;0;0;0;1;3;0;1;1;0;0;2;2;
1661011;"Opole (1)";1;6;2;1;5;0;1;1;2;0;0;0;0;0;0;1;3;0;1;1;0;0;2;2;
1800000;"PODKARPACKIE";60;85;60;3;11;4;58;74;56;0;0;0;2;8;8;1;1;2;54;65;45;3;11;6;
1801000;"Powiat bieszczadzki";1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;
1801083;"Ustrzyki Dolne (3)";1;1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;
1801084;"Ustrzyki Dolne - miasto (4)";1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
1801085;"Ustrzyki Dolne - obszar wiejski (5)";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
1803000;"Powiat dębicki";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
1803072;"Żyraków (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1804000;"Powiat jarosławski";2;3;2;0;0;0;2;3;2;0;0;0;0;0;0;0;0;0;2;3;2;0;0;0;
1804052;"Laszki (2)";1;2;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;
1804082;"Radymno (2)";1;2;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;
1805000;"Powiat jasielski";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
1805082;"Osiek Jasielski (2)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
1806000;"Powiat kolbuszowski";2;3;3;0;0;1;2;3;2;0;0;0;0;0;0;0;0;0;2;3;2;0;0;1;
1806012;"Cmolas (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1806023;"Kolbuszowa (3)";1;3;1;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;
1806024;"Kolbuszowa - miasto (4)";1;3;1;0;0;1;1;3;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;
1806062;"Dzikowiec (2)";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
1807000;"Powiat krośnieński";2;3;2;0;0;0;2;3;2;0;0;0;0;0;0;0;0;0;2;3;2;0;0;0;
1807023;"Dukla (3)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
1807024;"Dukla - miasto (4)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1807025;"Dukla - obszar wiejski (5)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
1807072;"Miejsce Piastowe (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1807083;"Rymanów (3)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1807085;"Rymanów - obszar wiejski (5)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1808000;"Powiat leżajski";1;3;1;0;0;0;1;3;1;0;0;0;0;0;0;0;0;0;1;3;1;0;0;0;
1808042;"Leżajsk (2)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
1808053;"Nowa Sarzyna (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1808055;"Nowa Sarzyna - obszar wiejski (5)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1809000;"Powiat lubaczowski";5;10;7;0;0;0;5;10;7;0;0;0;0;0;0;0;0;2;5;10;5;0;0;0;
1809011;"Lubaczów (1)";1;4;1;0;0;0;1;4;1;0;0;0;0;0;0;0;0;0;1;4;1;0;0;0;
1809023;"Cieszanów (3)";0;1;3;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;
1809024;"Cieszanów - miasto (4)";0;1;3;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;
1809032;"Horyniec-Zdrój (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1809042;"Lubaczów (2)";2;3;2;0;0;0;2;3;2;0;0;0;0;0;0;0;0;2;2;3;0;0;0;0;
1809053;"Narol (3)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
1809055;"Narol - obszar wiejski (5)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
1809063;"Oleszyce (3)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1809065;"Oleszyce - obszar wiejski (5)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1809082;"Wielkie Oczy (2)";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
1810000;"Powiat łańcucki";6;3;6;0;0;0;6;3;6;0;0;0;0;0;0;0;0;0;6;3;6;0;0;0;
1810011;"Łańcut (1)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1810022;"Białobrzegi (2)";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
1810032;"Czarna (2)";0;0;4;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;
1810042;"Łańcut (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1810062;"Rakszawa (2)";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
1810072;"Żołynia (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1811000;"Powiat mielecki";6;11;8;0;2;0;6;9;8;0;0;0;2;7;6;0;0;0;4;2;1;1;2;1;
1811011;"Mielec (1)";1;3;1;0;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;
1811062;"Padew Narodowa (2)";2;7;6;0;0;0;2;7;6;0;0;0;2;7;6;0;0;0;0;0;0;0;0;0;
1811092;"Tuszów Narodowy (2)";3;1;1;0;0;0;3;1;1;0;0;0;0;0;0;0;0;0;3;1;1;0;0;0;
1812000;"Powiat niżański";2;3;2;0;0;1;2;3;1;0;0;0;0;0;0;0;0;0;2;3;1;0;0;1;
1812032;"Jeżowe (2)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
1812053;"Nisko (3)";1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;
1812054;"Nisko - miasto (4)";1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;
1812073;"Ulanów (3)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1812075;"Ulanów - obszar wiejski (5)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1813000;"Powiat przemyski";2;4;2;0;0;0;2;4;2;0;0;0;0;0;0;0;0;0;2;4;2;0;0;0;
1813012;"Bircza (2)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
1813032;"Fredropol (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1813052;"Krzywcza (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1813102;"Żurawica (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
1814000;"Powiat przeworski";2;2;3;0;0;0;2;2;3;0;0;0;0;0;0;0;0;0;2;2;2;0;0;1;
1814011;"Przeworsk (1)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1814022;"Adamówka (2)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
1814042;"Jawornik Polski (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1814062;"Przeworsk (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1815000;"Powiat ropczycko-sędziszowski";1;1;1;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;1;1;1;0;0;0;
1815033;"Ropczyce (3)";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
1815034;"Ropczyce - miasto (4)";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;
1815043;"Sędziszów Małopolski (3)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
1815044;"Sędziszów Małopolski - miasto (4)";0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
1815045;"Sędziszów Małopolski - obszar wiejski (5)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1816000;"Powiat rzeszowski";5;6;4;0;3;1;5;3;3;0;0;0;0;0;0;0;0;0;5;4;3;0;2;1;
1816063;"Głogów Małopolski (3)";2;4;1;0;3;1;2;1;0;0;0;0;0;0;0;0;0;0;2;1;0;0;2;1;
1816064;"Głogów Małopolski - miasto (4)";1;4;1;0;3;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;
1816065;"Głogów Małopolski - obszar wiejski (5)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1816113;"Sokołów Małopolski (3)";1;1;2;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;
1816114;"Sokołów Małopolski - miasto (4)";1;1;2;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;
1816122;"Świlcza (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
1816132;"Trzebownisko (2)";2;0;1;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
1817000;"Powiat sanocki";4;2;1;0;0;1;4;2;1;0;0;0;0;0;1;0;0;0;4;2;1;0;0;0;
1817011;"Sanok (1)";0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;
1817042;"Komańcza (2)";3;2;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;
1817073;"Zagórz (3)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1817075;"Zagórz - obszar wiejski (5)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
1818000;"Powiat stalowowolski";7;13;8;0;2;0;7;11;8;0;0;0;0;0;0;0;0;0;7;9;7;0;4;1;
1818011;"Stalowa Wola (1)";1;6;1;0;2;0;1;4;1;0;0;0;0;0;0;0;0;0;1;3;1;0;3;1;
1818022;"Bojanów (2)";1;1;2;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;
1818032;"Pysznica (2)";0;3;2;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;2;1;0;1;1;
1818042;"Radomyśl nad Sanem (2)";2;3;1;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0;2;3;1;0;0;0;
1818062;"Zaleszany (2)";3;1;2;0;0;0;3;1;2;0;0;0;0;0;0;0;0;0;3;1;2;0;0;0;
1819000;"Powiat strzyżowski";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
1820000;"Powiat tarnobrzeski";3;4;3;1;0;0;2;4;3;0;0;0;0;0;1;0;0;0;2;4;2;1;0;0;
1820013;"Baranów Sandomierski (3)";2;1;2;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;2;1;2;0;0;0;
1820015;"Baranów Sandomierski - obszar wiejski (5)";1;1;2;0;0;0;1;1;2;0;0;0;0;0;0;0;0;0;1;1;2;0;0;0;
1820022;"Gorzyce (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;
1820043;"Nowa Dęba (3)";1;2;1;1;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;
1820044;"Nowa Dęba - miasto (4)";1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;
1820045;"Nowa Dęba - obszar wiejski (5)";1;2;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;
1821000;"Powiat leski";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1821042;"Olszanica (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1861000;"Powiat m. Krosno";2;1;1;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;
1861011;"Krosno (1)";2;1;1;1;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;
1862000;"Powiat m. Przemyśl";1;2;2;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;
1862011;"Przemyśl (1)";1;2;2;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;
1863000;"Powiat m. Rzeszów";0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;
1863011;"Rzeszów (1)";0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;
1864000;"Powiat m. Tarnobrzeg";3;7;2;0;0;0;3;7;2;0;0;0;0;0;0;0;0;0;3;7;2;0;0;0;
1864011;"Tarnobrzeg (1)";3;7;2;0;0;0;3;7;2;0;0;0;0;0;0;0;0;0;3;7;2;0;0;0;
2000000;"PODLASKIE";13;29;16;2;3;4;11;26;12;0;0;0;0;3;0;0;0;0;11;20;14;2;6;2;
2002000;"Powiat białostocki";3;7;5;0;2;0;3;5;5;0;0;0;0;0;0;0;0;0;3;5;5;0;2;0;
2002013;"Choroszcz (3)";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2002014;"Choroszcz - miasto (4)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2002015;"Choroszcz - obszar wiejski (5)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2002063;"Łapy (3)";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
2002064;"Łapy - miasto (4)";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
2002093;"Supraśl (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2002095;"Supraśl - obszar wiejski (5)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2002112;"Turośń Kościelna (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2002133;"Wasilków (3)";1;1;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;
2002134;"Wasilków - miasto (4)";1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;
2002143;"Zabłudów (3)";1;2;2;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;
2002145;"Zabłudów - obszar wiejski (5)";1;2;2;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;
2003000;"Powiat bielski";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2003062;"Orla (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2004000;"Powiat grajewski";2;3;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;
2004011;"Grajewo (1)";2;3;0;1;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;
2005000;"Powiat hajnowski";2;6;1;0;0;0;2;6;1;0;0;0;0;0;0;0;0;0;2;6;1;0;0;0;
2005052;"Dubicze Cerkiewne (2)";1;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;
2005062;"Hajnówka (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2005082;"Narew (2)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2005092;"Narewka (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2007000;"Powiat łomżyński";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2007013;"Jedwabne (3)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2007014;"Jedwabne - miasto (4)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2009000;"Powiat sejneński";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2010000;"Powiat siemiatycki";0;4;2;0;0;0;0;4;2;0;0;0;0;3;0;0;0;0;0;1;2;0;0;0;
2010011;"Siemiatycze (1)";0;1;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;
2010072;"Nurzec-Stacja (2)";0;3;0;0;0;0;0;3;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;
2011000;"Powiat sokólski";1;1;2;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;
2011043;"Krynki (3)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2011045;"Krynki - obszar wiejski (5)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2011093;"Suchowola (3)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2011094;"Suchowola - miasto (4)";0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;
2012000;"Powiat suwalski";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2012062;"Rutka-Tartak (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2012072;"Suwałki (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;
2013000;"Powiat wysokomazowiecki";1;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;
2013011;"Wysokie Mazowieckie (1)";1;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;
2061000;"Powiat m. Białystok";1;2;3;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;1;2;0;1;1;
2061011;"Białystok (1)";1;2;3;0;0;2;0;2;1;0;0;0;0;0;0;0;0;0;0;1;2;0;1;1;
2062000;"Powiat m. Łomża";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
2062011;"Łomża (1)";0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;
2063000;"Powiat m. Suwałki";2;2;1;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;
2063011;"Suwałki (1)";2;2;1;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;
2200000;"POMORSKIE";108;119;78;22;15;16;86;104;62;1;1;0;2;1;0;0;2;3;77;98;62;27;18;13;
2201000;"Powiat bytowski";10;12;7;0;0;0;10;12;7;0;0;0;0;0;0;0;0;0;9;12;7;2;0;0;
2201012;"Borzytuchom (2)";1;2;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;
2201023;"Bytów (3)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2201024;"Bytów - miasto (4)";1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2201025;"Bytów - obszar wiejski (5)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2201032;"Czarna Dąbrówka (2)";1;2;2;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;
2201052;"Lipnica (2)";1;2;2;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;1;2;2;0;0;0;
2201063;"Miastko (3)";3;2;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;1;2;0;2;0;0;
2201065;"Miastko - obszar wiejski (5)";3;2;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;1;2;0;1;0;0;
2201082;"Studzienice (2)";3;4;0;0;0;0;3;4;0;0;0;0;0;0;0;0;0;0;3;4;0;0;0;0;
2201102;"Tuchomie (2)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2202000;"Powiat chojnicki";5;4;6;2;0;3;3;4;3;0;0;0;0;0;0;0;0;0;3;3;6;2;1;0;
2202011;"Chojnice (1)";4;3;5;2;0;3;2;3;3;0;0;0;0;0;0;0;0;0;3;2;5;2;1;0;
2202043;"Czersk (3)";1;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2202044;"Czersk - miasto (4)";0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;
2203000;"Powiat człuchowski";6;5;3;0;0;1;5;5;2;0;0;0;0;0;0;0;0;0;5;5;2;0;0;1;
2203011;"Człuchów (1)";1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;
2203023;"Czarne (3)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;
2203024;"Czarne - miasto (4)";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2203032;"Człuchów (2)";3;3;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;
2203043;"Debrzno (3)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2204000;"Powiat gdański";4;6;4;0;1;0;4;5;4;0;0;0;0;0;0;0;0;0;3;5;4;1;1;0;
2204011;"Pruszcz Gdański (1)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2204052;"Przywidz (2)";1;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;
2204082;"Trąbki Wielkie (2)";2;3;3;0;0;0;2;3;3;0;0;0;0;0;0;0;0;0;2;3;3;0;0;0;
2205000;"Powiat kartuski";2;2;1;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;2;2;1;0;0;0;
2205032;"Przodkowo (2)";1;2;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;
2205062;"Stężyca (2)";1;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;
2206000;"Powiat kościerski";8;8;8;4;2;1;4;6;7;0;0;0;0;0;0;0;1;0;4;5;7;4;2;1;
2206011;"Kościerzyna (1)";5;3;2;4;2;0;1;1;1;0;0;0;0;0;0;0;1;0;1;1;2;4;1;0;
2206042;"Kościerzyna (2)";2;1;1;0;0;1;2;1;1;0;0;0;0;0;0;0;0;0;2;1;1;0;0;1;
2206062;"Lipusz (2)";0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
2206072;"Nowa Karczma (2)";1;4;4;0;0;0;1;4;4;0;0;0;0;0;0;0;0;0;1;3;4;0;1;0;
2207000;"Powiat kwidzyński";9;8;4;0;0;0;9;8;4;0;0;0;0;0;0;0;0;0;8;7;4;1;0;0;
2207011;"Kwidzyn (1)";2;2;1;0;0;0;2;2;1;0;0;0;0;0;0;0;0;0;1;2;1;1;0;0;
2207032;"Kwidzyn (2)";4;4;1;0;0;0;4;4;1;0;0;0;0;0;0;0;0;0;4;3;1;0;0;0;
2207043;"Prabuty (3)";2;2;2;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;
2207044;"Prabuty - miasto (4)";2;2;2;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;2;2;2;0;0;0;
2207052;"Ryjewo (2)";1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;
2208000;"Powiat lęborski";8;2;1;0;1;0;8;1;1;0;0;0;0;1;0;0;0;0;3;1;1;5;0;0;
2208011;"Lębork (1)";6;1;1;0;1;0;6;0;1;0;0;0;0;0;0;0;0;0;2;1;1;4;0;0;
2208021;"Łeba (1)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;
2208042;"Nowa Wieś Lęborska (2)";0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;
2208052;"Wicko (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2209000;"Powiat malborski";6;10;8;0;2;1;6;8;7;0;0;0;0;0;0;0;0;1;6;9;7;0;1;0;
2209011;"Malbork (1)";3;5;2;0;2;0;2;3;1;0;0;0;0;0;0;0;0;0;3;4;2;0;1;0;
2209042;"Malbork (2)";2;3;4;0;0;0;2;3;4;0;0;0;0;0;0;0;0;0;2;3;4;0;0;0;
2209062;"Miłoradz (2)";1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;
2209073;"Nowy Staw (3)";0;1;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;
