"Kod";"Nazwa";"ogółem;2020;[ha]";"ogółem;2021;[ha]";"ogółem;2022;[ha]";"ogółem - uzbrojone;2020;[ha]";"ogółem - uzbrojone;2021;[ha]";"ogółem - uzbrojone;2022;[ha]";
0403045;"Koronowo - obszar wiejski (5)";0,5;0,6;0,6;0,5;0,6;0,6;
0403052;"Nowa Wieś Wielka (2)";4,0;4,0;4,0;3,4;3,4;3,4;
0403062;"Osielsko (2)";20,8;20,4;19,5;14,5;14,1;13,2;
0403072;"Sicienko (2)";4,5;2,0;1,8;3,7;1,2;1,0;
0403083;"Solec Kujawski (3)";7,9;4,1;4,0;7,9;4,1;4,0;
0403084;"Solec Kujawski - miasto (4)";7,9;4,1;4,0;7,9;4,1;4,0;
0404000;"Powiat chełmiński";4,0;4,5;3,9;1,6;1,6;2,2;
0404011;"Chełmno (1)";1,8;1,7;1,0;0,0;0,0;0,0;
0404022;"Chełmno (2)";0,0;0,6;0,6;0,0;0,0;0,6;
0404032;"Kijewo Królewskie (2)";0,1;0,1;0,1;0,1;0,1;0,1;
0404042;"Lisewo (2)";0,9;0,9;0,9;0,9;0,9;0,9;
0404062;"Stolno (2)";0,6;0,6;0,7;0,0;0,0;0,0;
0404072;"Unisław (2)";0,6;0,6;0,6;0,6;0,6;0,6;
0405000;"Powiat golubsko-dobrzyński";13,8;13,7;14,8;1,6;1,6;1,7;
0405032;"Golub-Dobrzyń (2)";0,2;0,2;0,2;0,0;0,0;0,0;
0405043;"Kowalewo Pomorskie (3)";13,6;13,5;13,6;1,6;1,6;1,7;
0405044;"Kowalewo Pomorskie - miasto (4)";13,1;13,0;13,1;1,1;1,1;1,2;
0405045;"Kowalewo Pomorskie - obszar wiejski (5)";0,5;0,5;0,5;0,5;0,5;0,5;
0405052;"Radomin (2)";0,0;0,0;1,0;0,0;0,0;0,0;
0406000;"Powiat grudziądzki";21,3;21,3;19,3;14,2;14,2;12,3;
0406012;"Grudziądz (2)";1,2;1,2;1,2;0,0;0,0;0,0;
0406022;"Gruta (2)";2,2;2,2;1,4;2,2;2,2;1,4;
0406043;"Radzyń Chełmiński (3)";4,4;4,4;3,7;0,7;0,7;0,0;
0406044;"Radzyń Chełmiński - miasto (4)";3,7;3,7;3,7;0,0;0,0;0,0;
0406045;"Radzyń Chełmiński - obszar wiejski (5)";0,7;0,7;0,0;0,7;0,7;0,0;
0406052;"Rogóźno (2)";2,4;2,4;2,4;0,3;0,3;0,3;
0406062;"Świecie nad Osą (2)";11,1;11,1;10,6;11,0;11,0;10,6;
0407000;"Powiat inowrocławski";60,2;60,6;58,4;13,8;12,7;12,7;
0407011;"Inowrocław (1)";39,2;39,1;38,5;0,0;0,0;0,0;
0407022;"Dąbrowa Biskupia (2)";4,8;4,8;4,8;1,6;1,6;1,6;
0407033;"Gniewkowo (3)";0,1;0,1;0,0;0,1;0,1;0,0;
0407034;"Gniewkowo - miasto (4)";0,1;0,1;0,0;0,1;0,1;0,0;
0407042;"Inowrocław (2)";1,2;0,7;0,7;1,2;0,7;0,7;
0407053;"Janikowo (3)";0,7;0,7;0,7;0,4;0,4;0,4;
0407054;"Janikowo - miasto (4)";0,4;0,4;0,4;0,1;0,1;0,1;
0407055;"Janikowo - obszar wiejski (5)";0,3;0,3;0,3;0,3;0,3;0,3;
0407063;"Kruszwica (3)";6,5;6,5;6,4;6,5;6,5;6,4;
0407064;"Kruszwica - miasto (4)";5,0;5,0;5,0;5,0;5,0;5,0;
0407065;"Kruszwica - obszar wiejski (5)";1,5;1,5;1,4;1,5;1,5;1,4;
0407073;"Pakość (3)";0,7;2,3;1,1;0,4;0,2;0,4;
0407074;"Pakość - miasto (4)";0,2;0,5;0,5;0,2;0,2;0,2;
0407075;"Pakość - obszar wiejski (5)";0,5;1,8;0,6;0,2;0,0;0,2;
0407082;"Rojewo (2)";3,4;3,2;3,0;0,0;0,0;0,0;
0407092;"Złotniki Kujawskie (2)";3,6;3,2;3,2;3,6;3,2;3,2;
0408000;"Powiat lipnowski";16,4;16,4;14,0;9,6;9,6;8,5;
0408011;"Lipno (1)";6,8;6,8;5,5;0,0;0,0;0,0;
0408043;"Dobrzyń nad Wisłą (3)";2,2;2,2;2,2;2,2;2,2;2,2;
0408044;"Dobrzyń nad Wisłą - miasto (4)";2,0;2,0;2,0;2,0;2,0;2,0;
0408045;"Dobrzyń nad Wisłą - obszar wiejski (5)";0,2;0,2;0,2;0,2;0,2;0,2;
0408062;"Lipno (2)";3,0;3,0;3,0;3,0;3,0;3,0;
0408073;"Skępe (3)";4,4;4,4;3,3;4,4;4,4;3,3;
0408074;"Skępe - miasto (4)";1,6;1,6;0,5;1,6;1,6;0,5;
0408075;"Skępe - obszar wiejski (5)";2,8;2,8;2,8;2,8;2,8;2,8;
0409000;"Powiat mogileński";3,0;3,0;3,0;1,7;1,7;1,7;
0409012;"Dąbrowa (2)";0,9;0,9;0,9;0,0;0,0;0,0;
0409022;"Jeziora Wielkie (2)";1,8;1,8;1,8;1,4;1,4;1,4;
0409033;"Mogilno (3)";0,3;0,3;0,3;0,3;0,3;0,3;
0409034;"Mogilno - miasto (4)";0,3;0,3;0,3;0,3;0,3;0,3;
0410000;"Powiat nakielski";20,8;19,6;19,3;10,8;10,8;10,6;
0410013;"Kcynia (3)";4,5;4,5;4,3;3,0;3,0;2,8;
0410014;"Kcynia - miasto (4)";2,6;2,6;2,6;1,1;1,1;1,1;
0410015;"Kcynia - obszar wiejski (5)";1,9;1,9;1,7;1,9;1,9;1,7;
0410023;"Mrocza (3)";4,6;3,7;3,7;0,0;0,0;0,0;
0410024;"Mrocza - miasto (4)";3,2;2,3;2,3;0,0;0,0;0,0;
0410025;"Mrocza - obszar wiejski (5)";1,4;1,4;1,4;0,0;0,0;0,0;
0410033;"Nakło nad Notecią (3)";6,7;6,7;6,7;6,7;6,7;6,7;
0410034;"Nakło nad Notecią - miasto (4)";2,4;2,4;2,4;2,4;2,4;2,4;
0410035;"Nakło nad Notecią - obszar wiejski (5)";4,3;4,3;4,3;4,3;4,3;4,3;
0410042;"Sadki (2)";0,8;0,5;0,4;0,0;0,0;0,0;
0410053;"Szubin (3)";4,2;4,2;4,2;1,1;1,1;1,1;
0410054;"Szubin - miasto (4)";1,1;1,1;1,1;1,1;1,1;1,1;
0410055;"Szubin - obszar wiejski (5)";3,1;3,1;3,1;0,0;0,0;0,0;
0411000;"Powiat radziejowski";4,4;4,4;4,4;0,0;0,0;0,0;
0411072;"Topólka (2)";4,4;4,4;4,4;0,0;0,0;0,0;
0412000;"Powiat rypiński";2,5;2,0;2,3;1,5;1,5;1,8;
0412032;"Rogowo (2)";1,0;0,5;0,5;0,0;0,0;0,0;
0412042;"Rypin (2)";1,5;1,5;1,5;1,5;1,5;1,5;
0412052;"Skrwilno (2)";0,0;0,0;0,3;0,0;0,0;0,3;
0413000;"Powiat sępoleński";17,2;17,4;18,8;4,8;4,5;4,3;
0413013;"Kamień Krajeński (3)";10,5;9,9;8,6;3,8;3,5;3,3;
0413014;"Kamień Krajeński - miasto (4)";5,6;5,3;5,1;3,8;3,5;3,3;
0413015;"Kamień Krajeński - obszar wiejski (5)";4,9;4,6;3,5;0,0;0,0;0,0;
0413023;"Sępólno Krajeńskie (3)";0,0;1,0;1,0;0,0;0,0;0,0;
0413024;"Sępólno Krajeńskie - miasto (4)";0,0;1,0;1,0;0,0;0,0;0,0;
0413032;"Sośno (2)";0,0;0,0;2,7;0,0;0,0;0,0;
0413043;"Więcbork (3)";6,7;6,5;6,5;1,0;1,0;1,0;
0413044;"Więcbork - miasto (4)";6,7;6,5;6,5;1,0;1,0;1,0;
0414000;"Powiat świecki";15,1;15,0;15,1;8,2;8,3;7,5;
0414022;"Dragacz (2)";6,2;6,2;6,2;0,0;0,0;0,1;
0414042;"Jeżewo (2)";2,2;2,2;2,2;2,2;2,2;2,2;
0414063;"Nowe (3)";0,4;0,4;0,4;0,4;0,4;0,4;
0414064;"Nowe - miasto (4)";0,3;0,3;0,3;0,3;0,3;0,3;
0414065;"Nowe - obszar wiejski (5)";0,1;0,1;0,1;0,1;0,1;0,1;
0414072;"Osie (2)";0,3;0,3;0,3;0,0;0,0;0,0;
0414082;"Pruszcz (2)";0,4;0,4;;0,4;0,4;;
0414083;"Pruszcz (3)";;;1,1;;;0,4;
0414085;"Pruszcz - obszar wiejski (5)";;;1,1;;;0,4;
0414093;"Świecie (3)";4,6;4,5;4,4;4,6;4,5;4,4;
0414094;"Świecie - miasto (4)";2,4;2,4;2,4;2,4;2,4;2,4;
0414095;"Świecie - obszar wiejski (5)";2,2;2,1;2,0;2,2;2,1;2,0;
0414112;"Warlubie (2)";1,0;1,0;0,5;0,6;0,8;0,0;
0415000;"Powiat toruński";122,9;122,3;123,4;3,3;2,8;2,8;
0415011;"Chełmża (1)";4,4;4,4;4,3;0,4;0,4;0,4;
0415022;"Chełmża (2)";4,2;4,1;4,1;0,2;0,2;0,2;
0415042;"Lubicz (2)";107,1;107,1;107,1;0,0;0,0;0,0;
0415052;"Łubianka (2)";0,5;0,0;1,2;0,5;0,0;0,0;
0415082;"Wielka Nieszawka (2)";4,5;4,5;4,5;0,0;0,0;0,0;
0415092;"Zławieś Wielka (2)";2,2;2,2;2,2;2,2;2,2;2,2;
0416000;"Powiat tucholski";24,4;21,3;13,8;5,3;3,5;5,7;
0416012;"Cekcyn (2)";0,4;0,4;0,4;0,4;0,4;0,4;
0416022;"Gostycyn (2)";3,8;3,7;1,8;0,3;0,3;0,3;
0416032;"Kęsowo (2)";2,5;1,3;0,8;0,0;0,0;0,0;
0416052;"Śliwice (2)";2,8;2,0;1,8;2,8;2,0;1,8;
0416063;"Tuchola (3)";14,9;13,9;9,0;1,8;0,8;3,2;
0416064;"Tuchola - miasto (4)";14,9;13,9;8,7;1,8;0,8;3,1;
0416065;"Tuchola - obszar wiejski (5)";0,0;0,0;0,3;0,0;0,0;0,1;
0417000;"Powiat wąbrzeski";15,0;14,2;13,4;5,2;5,1;5,1;
0417011;"Wąbrzeźno (1)";9,8;9,1;8,3;2,5;2,5;2,5;
0417022;"Dębowa Łąka (2)";0,6;0,6;0,6;0,6;0,6;0,6;
0417032;"Książki (2)";1,2;1,2;1,2;1,2;1,2;1,2;
0417042;"Płużnica (2)";2,5;2,5;2,5;0,0;0,0;0,0;
0417052;"Ryńsk (2)";0,9;0,8;0,8;0,9;0,8;0,8;
0418000;"Powiat włocławski";27,2;23,1;19,3;8,4;8,1;7,6;
0418022;"Baruchowo (2)";0,3;0,3;0,3;0,0;0,0;0,0;
0418032;"Boniewo (2)";1,0;1,0;1,0;0,0;0,0;0,0;
0418043;"Brześć Kujawski (3)";3,5;3,4;3,7;3,3;3,3;3,3;
0418044;"Brześć Kujawski - miasto (4)";0,2;0,1;0,4;0,0;0,0;0,0;
0418045;"Brześć Kujawski - obszar wiejski (5)";3,3;3,3;3,3;3,3;3,3;3,3;
0418052;"Choceń (2)";11,0;10,0;10,0;0,0;0,0;0,0;
0418072;"Fabianki (2)";2,3;2,3;2,1;2,3;2,3;2,1;
0418113;"Lubień Kujawski (3)";6,3;3,6;0,0;0,0;0,0;0,0;
0418115;"Lubień Kujawski - obszar wiejski (5)";6,3;3,6;0,0;0,0;0,0;0,0;
0418132;"Włocławek (2)";2,8;2,5;2,2;2,8;2,5;2,2;
0419000;"Powiat żniński";16,6;15,5;13,5;8,0;8,3;7,6;
0419013;"Barcin (3)";6,0;4,6;2,7;0,7;0,7;0,7;
0419014;"Barcin - miasto (4)";2,5;1,6;1,6;0,7;0,7;0,7;
0419015;"Barcin - obszar wiejski (5)";3,5;3,0;1,1;0,0;0,0;0,0;
0419022;"Gąsawa (2)";0,3;0,3;0,1;0,3;0,3;0,1;
0419033;"Janowiec Wielkopolski (3)";3,6;3,6;3,6;3,6;3,6;3,6;
0419034;"Janowiec Wielkopolski - miasto (4)";3,6;3,6;3,6;3,6;3,6;3,6;
0419052;"Rogowo (2)";0,0;0,0;0,6;0,0;0,0;0,0;
0419063;"Żnin (3)";6,7;7,0;6,5;3,4;3,7;3,2;
0419064;"Żnin - miasto (4)";1,8;2,2;1,9;0,9;1,2;0,9;
0419065;"Żnin - obszar wiejski (5)";4,9;4,8;4,6;2,5;2,5;2,3;
0461000;"Powiat m. Bydgoszcz";23,6;22,6;22,7;1,6;1,1;7,8;
0461011;"Bydgoszcz (1)";23,6;22,6;22,7;1,6;1,1;7,8;
0462000;"Powiat m. Grudziądz";61,9;57,4;56,7;32,3;27,8;27,1;
0462011;"Grudziądz (1)";61,9;57,4;56,7;32,3;27,8;27,1;
0463000;"Powiat m. Toruń";16,8;16,7;16,5;0,0;0,0;0,0;
0463011;"Toruń (1)";16,8;16,7;16,5;0,0;0,0;0,0;
0464000;"Powiat m. Włocławek";23,4;23,0;22,0;23,4;23,0;22,0;
0464011;"Włocławek (1)";23,4;23,0;22,0;23,4;23,0;22,0;
0600000;"LUBELSKIE";859,8;822,5;811,2;493,0;474,2;461,4;
0601000;"Powiat bialski";124,5;120,9;120,1;42,0;42,0;41,5;
0601011;"Międzyrzec Podlaski (1)";38,4;37,9;37,7;25,9;25,4;25,2;
0601021;"Terespol (1)";6,6;6,5;6,5;2,0;2,0;2,0;
0601032;"Biała Podlaska (2)";20,0;19,2;19,2;11,4;10,6;10,6;
0601052;"Janów Podlaski (2)";42,2;41,5;40,8;0,4;0,7;0,7;
0601062;"Kodeń (2)";1,6;1,0;0,9;0,4;0,4;0,4;
0601092;"Łomazy (2)";0,3;0,3;0,3;0,0;0,3;0,3;
0601112;"Piszczac (2)";3,1;2,8;2,6;0,5;0,2;0,4;
0601132;"Rossosz (2)";0,0;0,0;1,2;0,0;0,0;0,0;
0601142;"Sławatycze (2)";1,6;1,6;1,6;0,0;0,0;0,0;
0601152;"Sosnówka (2)";0,6;0,6;0,6;0,6;0,6;0,6;
0601162;"Terespol (2)";8,1;7,7;7,4;0,3;0,0;0,0;
0601182;"Wisznice (2)";1,5;1,3;1,3;0,0;1,3;1,3;
0601192;"Zalesie (2)";0,5;0,5;0,0;0,5;0,5;0,0;
0602000;"Powiat biłgorajski";63,8;62,5;62,4;56,5;55,4;55,3;
0602011;"Biłgoraj (1)";1,0;0,5;0,5;0,8;0,4;0,4;
0602073;"Józefów (3)";6,5;5,9;5,9;6,5;5,9;5,9;
0602074;"Józefów - miasto (4)";4,2;4,0;4,0;4,2;4,0;4,0;
0602075;"Józefów - obszar wiejski (5)";2,3;1,9;1,9;2,3;1,9;1,9;
0602082;"Księżpol (2)";7,4;7,3;7,3;7,4;7,3;7,3;
0602092;"Łukowa (2)";30,2;30,2;30,2;23,2;23,2;23,2;
0602102;"Obsza (2)";10,5;10,4;10,3;10,4;10,4;10,3;
0602112;"Potok Górny (2)";4,7;4,7;4,7;4,7;4,7;4,7;
0602123;"Tarnogród (3)";2,5;2,5;2,5;2,5;2,5;2,5;
0602124;"Tarnogród - miasto (4)";2,5;2,5;2,5;2,5;2,5;2,5;
0602132;"Tereszpol (2)";1,0;1,0;1,0;1,0;1,0;1,0;
0603000;"Powiat chełmski";72,9;68,9;66,5;26,7;24,5;22,6;
0603011;"Rejowiec Fabryczny (1)";9,5;8,9;8,6;3,9;3,6;3,0;
0603022;"Białopole (2)";0,4;0,4;0,4;0,4;0,4;0,4;
0603032;"Chełm (2)";2,7;2,6;2,5;2,7;2,6;2,5;
0603042;"Dorohusk (2)";1,6;1,6;1,6;0,0;0,0;0,0;
0603052;"Dubienka (2)";6,5;6,5;6,5;6,5;6,5;6,5;
0603062;"Kamień (2)";1,9;1,9;1,5;1,9;1,9;1,5;
0603082;"Rejowiec Fabryczny (2)";4,3;2,5;2,1;4,3;2,5;2,1;
0603092;"Ruda-Huta (2)";1,1;1,1;1,1;1,1;1,1;1,1;
0603102;"Sawin (2)";20,8;20,5;20,3;0,5;0,5;0,5;
0603113;"Siedliszcze (3)";22,1;20,9;20,0;3,4;3,4;3,1;
0603114;"Siedliszcze - miasto (4)";5,2;4,7;4,3;1,3;1,3;1,2;
0603115;"Siedliszcze - obszar wiejski (5)";16,9;16,2;15,7;2,1;2,1;1,9;
0603122;"Wierzbica (2)";0,6;0,6;0,6;0,6;0,6;0,6;
0603142;"Żmudź (2)";1,3;1,3;1,3;1,3;1,3;1,3;
0603153;"Rejowiec (3)";0,1;0,1;0,0;0,1;0,1;0,0;
0603155;"Rejowiec - obszar wiejski (5)";0,1;0,1;0,0;0,1;0,1;0,0;
0604000;"Powiat hrubieszowski";35,9;33,5;33,6;33,5;31,1;31,2;
0604011;"Hrubieszów (1)";2,1;0,9;1,0;2,1;0,9;1,0;
0604022;"Dołhobyczów (2)";17,6;17,3;17,3;15,2;14,9;14,9;
0604042;"Hrubieszów (2)";6,0;6,0;6,0;6,0;6,0;6,0;
0604052;"Mircze (2)";0,2;0,2;0,2;0,2;0,2;0,2;
0604062;"Trzeszczany (2)";0,3;0,3;0,3;0,3;0,3;0,3;
0604072;"Uchanie (2)";3,8;3,8;3,8;3,8;3,8;3,8;
0604082;"Werbkowice (2)";5,9;5,0;5,0;5,9;5,0;5,0;
0605000;"Powiat janowski";11,4;11,4;10,8;6,2;6,2;5,6;
0605012;"Batorz (2)";6,4;6,4;6,4;1,2;1,2;1,2;
0605053;"Janów Lubelski (3)";3,6;3,6;3,4;3,6;3,6;3,4;
0605054;"Janów Lubelski - miasto (4)";3,6;3,6;3,4;3,6;3,6;3,4;
0605072;"Potok Wielki (2)";1,4;1,4;1,0;1,4;1,4;1,0;
0606000;"Powiat krasnostawski";16,3;19,3;21,5;12,1;15,1;15,1;
0606011;"Krasnystaw (1)";5,4;5,4;7,6;3,2;3,2;3,2;
0606032;"Gorzków (2)";2,0;2,0;2,0;2,0;2,0;2,0;
0606092;"Rudnik (2)";1,9;1,9;1,9;1,9;1,9;1,9;
0606102;"Siennica Różana (2)";5,0;8,0;8,0;5,0;8,0;8,0;
0606112;"Żółkiewka (2)";2,0;2,0;2,0;0,0;0,0;0,0;
0607000;"Powiat kraśnicki";6,6;5,8;5,6;2,6;2,6;2,1;
0607011;"Kraśnik (1)";4,0;3,4;3,7;1,6;1,4;1,4;
0607023;"Annopol (3)";0,4;0,4;0,4;0,0;0,4;0,4;
0607024;"Annopol - miasto (4)";0,4;0,4;0,4;0,0;0,4;0,4;
0607032;"Dzierzkowice (2)";1,0;0,8;0,8;0,5;0,3;0,3;
0607083;"Urzędów (3)";0,5;0,5;0,0;0,5;0,5;0,0;
0607084;"Urzędów - miasto (4)";0,1;0,1;0,0;0,1;0,1;0,0;
0607085;"Urzędów - obszar wiejski (5)";0,4;0,4;0,0;0,4;0,4;0,0;
0607092;"Wilkołaz (2)";0,7;0,7;0,7;0,0;0,0;0,0;
0608000;"Powiat lubartowski";34,5;33,5;33,5;22,4;21,8;21,8;
0608011;"Lubartów (1)";11,7;11,5;11,5;2,3;2,3;2,3;
0608032;"Firlej (2)";2,9;2,9;2,9;2,9;2,9;2,9;
0608042;"Jeziorzany (2)";1,3;1,3;1,3;1,3;1,3;1,3;
0608052;"Kamionka (2)";2,0;;;2,0;;;
0608053;"Kamionka (3)";;2,0;2,0;;2,0;2,0;
0608055;"Kamionka - obszar wiejski (5)";;2,0;2,0;;2,0;2,0;
0608072;"Lubartów (2)";6,5;6,5;6,5;4,0;4,0;4,0;
0608082;"Michów (2)";5,8;5,8;5,8;5,6;5,8;5,8;
0608103;"Ostrów Lubelski (3)";1,6;1,6;1,6;1,6;1,6;1,6;
0608104;"Ostrów Lubelski - miasto (4)";0,6;0,6;0,6;0,6;0,6;0,6;
0608105;"Ostrów Lubelski - obszar wiejski (5)";1,0;1,0;1,0;1,0;1,0;1,0;
0608112;"Ostrówek (2)";1,7;1,7;1,7;1,7;1,7;1,7;
0608132;"Uścimów (2)";1,0;0,2;0,2;1,0;0,2;0,2;
0609000;"Powiat lubelski";13,8;16,3;17,2;8,4;7,6;8,5;
0609013;"Bełżyce (3)";3,0;3,1;4,2;2,8;3,1;4,2;
0609014;"Bełżyce - miasto (4)";0,3;0,4;0,7;0,1;0,4;0,7;
0609015;"Bełżyce - obszar wiejski (5)";2,7;2,7;3,5;2,7;2,7;3,5;
0609033;"Bychawa (3)";2,0;2,0;2,0;0,0;0,0;0,0;
0609034;"Bychawa - miasto (4)";2,0;2,0;2,0;0,0;0,0;0,0;
0609042;"Garbów (2)";3,0;3,0;3,0;0,0;0,0;0,0;
0609052;"Głusk (2)";4,0;2,0;1,9;4,0;2,0;1,9;
0609072;"Jastków (2)";0,2;0,0;0,0;0,2;0,0;0,0;
0609112;"Niemce (2)";0,4;5,0;4,9;0,4;1,3;1,2;
0609142;"Wólka (2)";1,2;1,2;1,2;1,0;1,2;1,2;
0610000;"Powiat łęczyński";37,1;37,1;35,8;23,8;23,8;23,8;
0610012;"Cyców (2)";9,5;9,5;9,5;9,5;9,5;9,5;
0610022;"Ludwin (2)";0,8;0,8;0,8;0,8;0,8;0,8;
0610033;"Łęczna (3)";16,8;16,8;15,4;3,5;3,5;3,4;
0610034;"Łęczna - miasto (4)";12,4;12,4;11,0;0,7;0,7;0,6;
0610035;"Łęczna - obszar wiejski (5)";4,4;4,4;4,4;2,8;2,8;2,8;
0610042;"Milejów (2)";3,5;3,5;3,0;3,5;3,5;3,0;
0610052;"Puchaczów (2)";6,5;6,5;7,1;6,5;6,5;7,1;
0611000;"Powiat łukowski";18,5;18,0;17,1;14,5;14,0;13,1;
0611011;"Łuków (1)";4,5;4,6;3,7;2,7;2,8;1,9;
0611021;"Stoczek Łukowski (1)";2,8;2,8;2,8;2,8;2,8;2,8;
0611042;"Krzywda (2)";1,1;1,1;1,1;1,1;1,1;1,1;
0611052;"Łuków (2)";7,8;7,2;7,2;7,8;7,2;7,2;
0611072;"Stanin (2)";2,0;2,0;2,0;0,0;0,0;0,0;
0611082;"Stoczek Łukowski (2)";0,2;0,2;0,2;0,0;0,0;0,0;
0611112;"Wola Mysłowska (2)";0,1;0,1;0,1;0,1;0,1;0,1;
0612000;"Powiat opolski";3,0;3,0;3,2;2,7;2,7;2,9;
0612042;"Łaziska (2)";0,3;0,3;0,3;0,0;0,0;0,0;
0612053;"Opole Lubelskie (3)";0,8;0,8;1,0;0,8;0,8;1,0;
0612054;"Opole Lubelskie - miasto (4)";0,8;0,8;1,0;0,8;0,8;1,0;
0612063;"Poniatowa (3)";1,9;1,9;1,9;1,9;1,9;1,9;
0612064;"Poniatowa - miasto (4)";1,9;1,9;1,9;1,9;1,9;1,9;
0613000;"Powiat parczewski";38,6;37,2;36,7;35,7;34,7;34,2;
0613012;"Dębowa Kłoda (2)";5,7;5,5;5,3;2,8;3,0;2,8;
0613032;"Milanów (2)";5,5;5,5;5,5;5,5;5,5;5,5;
0613043;"Parczew (3)";8,4;8,4;8,4;8,4;8,4;8,4;
0613044;"Parczew - miasto (4)";8,4;8,4;8,4;8,4;8,4;8,4;
0613052;"Podedwórze (2)";6,9;6,9;6,9;6,9;6,9;6,9;
0613072;"Sosnowica (2)";12,1;10,9;10,6;12,1;10,9;10,6;
0614000;"Powiat puławski";22,8;22,6;22,4;17,1;17,1;16,9;
0614011;"Puławy (1)";5,3;5,3;5,1;3,7;3,7;3,5;
0614043;"Kazimierz Dolny (3)";8,0;8,0;8,0;8,0;8,0;8,0;
0614044;"Kazimierz Dolny - miasto (4)";5,0;5,0;5,0;5,0;5,0;5,0;
0614045;"Kazimierz Dolny - obszar wiejski (5)";3,0;3,0;3,0;3,0;3,0;3,0;
0614083;"Nałęczów (3)";0,4;0,4;0,4;0,4;0,4;0,4;
0614084;"Nałęczów - miasto (4)";0,4;0,4;0,4;0,4;0,4;0,4;
0614092;"Puławy (2)";9,1;8,9;8,9;5,0;5,0;5,0;
0615000;"Powiat radzyński";44,3;44,1;45,0;29,1;28,8;29,7;
0615022;"Borki (2)";0,0;0,0;1,0;0,0;0,0;1,0;
0615032;"Czemierniki (2)";0,3;0,3;0,2;0,3;0,3;0,2;
0615052;"Komarówka Podlaska (2)";42,8;42,6;42,6;27,6;27,3;27,3;
0615082;"Wohyń (2)";1,2;1,2;1,2;1,2;1,2;1,2;
0616000;"Powiat rycki";19,9;19,2;17,4;8,5;9,3;6,5;
0616011;"Dęblin (1)";6,9;6,7;6,0;6,9;6,7;6,0;
0616032;"Nowodwór (2)";0,2;0,2;0,2;0,2;0,2;0,2;
0616043;"Ryki (3)";2,9;2,4;1,3;1,4;2,4;0,3;
0616044;"Ryki - miasto (4)";1,3;0,9;1,2;1,3;0,9;0,2;
0616045;"Ryki - obszar wiejski (5)";1,6;1,5;0,1;0,1;1,5;0,1;
0616062;"Ułęż (2)";9,9;9,9;9,9;0,0;0,0;0,0;
0617000;"Powiat świdnicki";20,5;19,8;19,8;0,0;0,0;0,7;
0617011;"Świdnik (1)";19,5;18,8;18,8;0,0;0,0;0,0;
0617022;"Mełgiew (2)";0,3;0,3;0,3;0,0;0,0;0,0;
0617052;"Trawniki (2)";0,7;0,7;0,7;0,0;0,0;0,7;
0618000;"Powiat tomaszowski";82,2;72,0;72,2;68,8;54,4;51,3;
0618011;"Tomaszów Lubelski (1)";3,9;3,9;3,9;3,9;3,9;3,9;
0618022;"Bełżec (2)";1,3;0,8;0,8;1,3;0,8;0,8;
0618032;"Jarczów (2)";8,9;8,6;8,1;8,9;8,6;8,1;
0618042;"Krynice (2)";1,6;1,6;1,6;1,6;1,6;1,6;
0618053;"Lubycza Królewska (3)";44,6;44,6;44,6;32,6;32,6;32,6;
0618054;"Lubycza Królewska - miasto (4)";5,4;5,4;5,4;5,4;5,4;5,4;
0618055;"Lubycza Królewska - obszar wiejski (5)";39,2;39,2;39,2;27,2;27,2;27,2;
0618063;"Łaszczów (3)";1,0;1,0;1,0;1,0;1,0;1,0;
0618064;"Łaszczów - miasto (4)";1,0;1,0;1,0;1,0;1,0;1,0;
0618082;"Susiec (2)";3,0;3,0;2,8;1,6;1,6;1,4;
0618092;"Tarnawatka (2)";10,5;5,7;6,6;10,5;1,5;1,5;
0618102;"Telatyn (2)";0,4;0,4;0,4;0,4;0,4;0,4;
0618123;"Tyszowce (3)";7,0;2,4;2,4;7,0;2,4;0,0;
0618124;"Tyszowce - miasto (4)";7,0;2,4;2,4;7,0;2,4;0,0;
0619000;"Powiat włodawski";60,8;57,3;56,0;41,2;42,9;41,3;
0619011;"Włodawa (1)";8,8;7,3;5,7;4,7;6,9;5,3;
0619022;"Hanna (2)";6,9;6,9;6,9;5,2;5,2;5,2;
0619032;"Hańsk (2)";27,7;27,4;27,4;24,3;24,0;24,0;
0619042;"Stary Brus (2)";2,7;2,7;2,5;0,0;0,0;0,0;
0619052;"Urszulin (2)";2,4;1,4;2,0;0,0;0,0;0,0;
0619062;"Włodawa (2)";1,7;1,5;1,4;0,0;0,0;0,0;
0619072;"Wola Uhruska (2)";4,5;4,5;4,5;4,1;4,1;4,1;
0619082;"Wyryki (2)";6,1;5,6;5,6;2,9;2,7;2,7;
0620000;"Powiat zamojski";14,9;14,9;14,2;12,0;12,0;10,1;
0620012;"Adamów (2)";0,6;0,6;0,6;0,6;0,6;0,6;
0620032;"Komarów-Osada (2)";1,1;1,4;1,2;1,1;1,4;0,0;
0620043;"Krasnobród (3)";2,0;2,0;2,0;1,1;1,1;1,1;
0620044;"Krasnobród - miasto (4)";1,0;1,0;1,0;1,0;1,0;1,0;
0620045;"Krasnobród - obszar wiejski (5)";1,0;1,0;1,0;0,1;0,1;0,1;
0620062;"Miączyn (2)";1,0;1,0;1,0;0,0;0,0;0,0;
0620133;"Szczebrzeszyn (3)";3,2;2,9;2,4;3,2;2,9;2,4;
0620134;"Szczebrzeszyn - miasto (4)";3,2;2,9;2,4;3,2;2,9;2,4;
