"Kod";"Nazwa";"wielorodzinne;2020;[ha]";"wielorodzinne;2021;[ha]";"wielorodzinne;2022;[ha]";"wielorodzinne - uzbrojone;2020;[ha]";"wielorodzinne - uzbrojone;2021;[ha]";"wielorodzinne - uzbrojone;2022;[ha]";
0000000;"POLSKA";5934,4;5902,8;6114,9;3560,1;3527,5;3576,5;
0200000;"DOLNOŚLĄSKIE";712,6;707,2;712,5;273,9;271,0;259,5;
0201000;"Powiat bolesławiecki";44,0;44,0;43,9;1,5;1,5;1,4;
0201011;"Bolesławiec (1)";43,2;43,2;43,1;1,2;1,2;1,1;
0201043;"Nowogrodziec (3)";0,5;0,5;0,5;0,0;0,0;0,0;
0201045;"Nowogrodziec - obszar wiejski (5)";0,5;0,5;0,5;0,0;0,0;0,0;
0201052;"Osiecznica (2)";0,3;0,3;0,3;0,3;0,3;0,3;
0202000;"Powiat dzierżoniowski";20,5;20,6;20,2;2,9;3,0;2,6;
0202011;"Bielawa (1)";13,5;13,5;13,1;1,5;1,5;1,1;
0202021;"Dzierżoniów (1)";2,7;2,7;2,7;0,0;0,0;0,0;
0202033;"Pieszyce (3)";0,5;0,6;0,6;0,5;0,6;0,6;
0202034;"Pieszyce - miasto (4)";0,5;0,6;0,6;0,5;0,6;0,6;
0202041;"Piława Górna (1)";0,9;0,9;0,9;0,9;0,9;0,9;
0202073;"Niemcza (3)";2,9;2,9;2,9;0,0;0,0;0,0;
0202074;"Niemcza - miasto (4)";2,9;2,9;2,9;0,0;0,0;0,0;
0203000;"Powiat głogowski";9,5;7,2;11,3;6,7;5,8;2,7;
0203011;"Głogów (1)";9,5;7,2;11,3;6,7;5,8;2,7;
0204000;"Powiat górowski";139,3;139,2;139,2;3,6;3,7;3,6;
0204013;"Góra (3)";135,7;135,6;135,6;0,0;0,1;0,0;
0204014;"Góra - miasto (4)";135,7;135,6;135,6;0,0;0,1;0,0;
0204022;"Jemielno (2)";2,5;2,5;2,5;2,5;2,5;2,5;
0204043;"Wąsosz (3)";1,1;1,1;1,1;1,1;1,1;1,1;
0204044;"Wąsosz - miasto (4)";0,8;0,8;0,8;0,8;0,8;0,8;
0204045;"Wąsosz - obszar wiejski (5)";0,3;0,3;0,3;0,3;0,3;0,3;
0205000;"Powiat jaworski";14,6;14,6;14,6;4,4;4,4;4,4;
0205011;"Jawor (1)";2,8;2,8;2,8;0,4;0,4;0,4;
0205023;"Bolków (3)";11,8;11,8;11,8;4,0;4,0;4,0;
0205024;"Bolków - miasto (4)";11,8;11,8;11,8;4,0;4,0;4,0;
0206000;"Powiat karkonoski";14,9;13,2;11,7;6,7;6,6;6,6;
0206021;"Kowary (1)";3,7;2,2;1,2;0,2;0,1;0,1;
0206031;"Piechowice (1)";10,0;9,8;9,3;6,0;6,0;6,0;
0206052;"Janowice Wielkie (2)";0,7;0,7;0,7;0,0;0,0;0,0;
0206072;"Mysłakowice (2)";0,5;0,5;0,5;0,5;0,5;0,5;
0207000;"Powiat kamiennogórski";25,9;25,8;24,2;15,0;15,0;15,0;
0207011;"Kamienna Góra (1)";9,0;8,9;7,3;0,1;0,1;0,1;
0207033;"Lubawka (3)";7,6;7,6;7,6;6,8;6,8;6,8;
0207034;"Lubawka - miasto (4)";2,9;2,9;2,9;2,9;2,9;2,9;
0207035;"Lubawka - obszar wiejski (5)";4,7;4,7;4,7;3,9;3,9;3,9;
0207042;"Marciszów (2)";9,3;9,3;9,3;8,1;8,1;8,1;
0208000;"Powiat kłodzki";57,9;54,8;52,4;39,2;35,2;34,1;
0208011;"Duszniki-Zdrój (1)";0,2;0,2;0,2;0,2;0,2;0,2;
0208021;"Kłodzko (1)";1,2;1,3;1,7;1,2;1,2;1,2;
0208031;"Kudowa-Zdrój (1)";4,1;4,1;4,1;0,0;0,0;0,0;
0208041;"Nowa Ruda (1)";20,0;18,4;18,4;20,0;18,4;18,4;
0208051;"Polanica-Zdrój (1)";9,3;8,3;7,7;4,2;3,2;2,6;
0208063;"Bystrzyca Kłodzka (3)";5,1;5,1;5,1;0,0;0,0;0,0;
0208064;"Bystrzyca Kłodzka - miasto (4)";4,4;4,4;4,4;0,0;0,0;0,0;
0208065;"Bystrzyca Kłodzka - obszar wiejski (5)";0,7;0,7;0,7;0,0;0,0;0,0;
0208072;"Kłodzko (2)";3,7;3,6;3,6;3,7;3,6;3,6;
0208083;"Lądek-Zdrój (3)";9,5;9,2;7,4;8,1;7,8;7,4;
0208084;"Lądek-Zdrój - miasto (4)";7,1;7,1;5,3;5,7;5,7;5,3;
0208085;"Lądek-Zdrój - obszar wiejski (5)";2,4;2,1;2,1;2,4;2,1;2,1;
0208123;"Radków (3)";1,2;1,0;0,9;1,2;0,2;0,1;
0208124;"Radków - miasto (4)";1,2;1,0;0,9;1,2;0,2;0,1;
0208133;"Stronie Śląskie (3)";3,6;3,6;3,3;0,6;0,6;0,6;
0208134;"Stronie Śląskie - miasto (4)";0,6;0,6;0,6;0,6;0,6;0,6;
0208135;"Stronie Śląskie - obszar wiejski (5)";3,0;3,0;2,7;0,0;0,0;0,0;
0209000;"Powiat legnicki";12,4;12,4;7,4;1,5;1,5;1,5;
0209011;"Chojnów (1)";5,0;5,0;0,0;0,0;0,0;0,0;
0209073;"Prochowice (3)";7,4;7,4;7,4;1,5;1,5;1,5;
0209074;"Prochowice - miasto (4)";7,4;7,4;7,4;1,5;1,5;1,5;
0210000;"Powiat lubański";43,7;42,7;42,6;15,0;15,0;15,0;
0210011;"Lubań (1)";27,6;26,6;26,5;0,1;0,1;0,1;
0210021;"Świeradów-Zdrój (1)";4,4;4,4;4,4;3,4;3,4;3,4;
0210033;"Leśna (3)";9,9;9,9;9,9;9,9;9,9;9,9;
0210034;"Leśna - miasto (4)";9,9;9,9;9,9;9,9;9,9;9,9;
0210053;"Olszyna (3)";0,2;0,2;0,2;0,0;0,0;0,0;
0210054;"Olszyna - miasto (4)";0,2;0,2;0,2;0,0;0,0;0,0;
0210062;"Platerówka (2)";1,6;1,6;1,6;1,6;1,6;1,6;
0211000;"Powiat lubiński";19,0;17,9;17,9;0,4;0,4;0,4;
0211011;"Lubin (1)";1,9;0,8;0,8;0,0;0,0;0,0;
0211032;"Rudna (2)";0,6;0,6;0,6;0,4;0,4;0,4;
0211043;"Ścinawa (3)";16,5;16,5;16,5;0,0;0,0;0,0;
0211044;"Ścinawa - miasto (4)";16,5;16,5;16,5;0,0;0,0;0,0;
0212000;"Powiat lwówecki";16,8;16,7;16,6;8,0;7,9;7,8;
0212013;"Gryfów Śląski (3)";5,5;5,5;5,5;1,6;1,6;1,6;
0212014;"Gryfów Śląski - miasto (4)";5,5;5,5;5,5;1,6;1,6;1,6;
0212033;"Lwówek Śląski (3)";4,0;4,0;4,0;0,0;0,0;0,0;
0212034;"Lwówek Śląski - miasto (4)";4,0;4,0;4,0;0,0;0,0;0,0;
0212043;"Mirsk (3)";7,3;7,2;7,1;6,4;6,3;6,2;
0212044;"Mirsk - miasto (4)";7,3;7,2;7,1;6,4;6,3;6,2;
0213000;"Powiat milicki";2,3;1,2;1,6;2,3;1,2;1,6;
0213022;"Krośnice (2)";0,8;0,1;0,5;0,8;0,1;0,5;
0213033;"Milicz (3)";1,5;1,1;1,1;1,5;1,1;1,1;
0213034;"Milicz - miasto (4)";1,5;1,1;1,1;1,5;1,1;1,1;
0214000;"Powiat oleśnicki";8,0;5,2;5,1;6,6;4,8;4,7;
0214011;"Oleśnica (1)";2,5;0,5;0,5;2,1;0,1;0,1;
0214023;"Bierutów (3)";0,5;0,5;0,5;0,3;0,5;0,5;
0214024;"Bierutów - miasto (4)";0,3;0,3;0,3;0,3;0,3;0,3;
0214025;"Bierutów - obszar wiejski (5)";0,2;0,2;0,2;0,0;0,2;0,2;
0214032;"Dobroszyce (2)";0,8;0,0;0,0;0,0;0,0;0,0;
0214042;"Dziadowa Kłoda (2)";0,1;0,1;0,1;0,1;0,1;0,1;
0214053;"Międzybórz (3)";0,2;0,2;0,2;0,2;0,2;0,2;
0214054;"Międzybórz - miasto (4)";0,2;0,2;0,2;0,2;0,2;0,2;
0214073;"Syców (3)";2,2;2,2;2,2;2,2;2,2;2,2;
0214074;"Syców - miasto (4)";2,2;2,2;2,2;2,2;2,2;2,2;
0214083;"Twardogóra (3)";1,7;1,7;1,6;1,7;1,7;1,6;
0214084;"Twardogóra - miasto (4)";1,7;1,7;1,6;1,7;1,7;1,6;
0215000;"Powiat oławski";13,1;13,2;12,8;8,3;8,3;8,2;
0215011;"Oława (1)";4,8;4,9;4,9;1,9;2,1;2,1;
0215033;"Jelcz-Laskowice (3)";7,3;7,3;7,2;6,3;6,1;6,0;
0215034;"Jelcz-Laskowice - miasto (4)";7,3;7,3;7,2;6,3;6,1;6,0;
0215042;"Oława (2)";1,0;1,0;0,7;0,1;0,1;0,1;
0216000;"Powiat polkowicki";19,0;18,9;26,3;0,7;0,6;0,6;
0216032;"Grębocice (2)";1,0;1,0;1,0;0,0;0,0;0,0;
0216043;"Polkowice (3)";17,3;17,3;17,3;0,0;0,0;0,0;
0216044;"Polkowice - miasto (4)";17,3;17,3;17,3;0,0;0,0;0,0;
0216053;"Przemków (3)";0,6;0,6;0,6;0,6;0,6;0,6;
0216054;"Przemków - miasto (4)";0,6;0,6;0,6;0,6;0,6;0,6;
0216062;"Radwanice (2)";0,1;0,0;7,4;0,1;0,0;0,0;
0217000;"Powiat strzeliński";5,9;5,7;5,6;0,5;0,5;0,4;
0217032;"Przeworno (2)";4,2;4,0;4,0;0,0;0,0;0,0;
0217043;"Strzelin (3)";1,2;1,2;1,2;0,0;0,0;0,0;
0217044;"Strzelin - miasto (4)";1,2;1,2;1,2;0,0;0,0;0,0;
0217053;"Wiązów (3)";0,5;0,5;0,4;0,5;0,5;0,4;
0217054;"Wiązów - miasto (4)";0,5;0,5;0,4;0,5;0,5;0,4;
0218000;"Powiat średzki";0,5;0,4;0,4;0,4;0,3;0,3;
0218032;"Miękinia (2)";0,1;0,0;0,0;0,1;0,0;0,0;
0218043;"Środa Śląska (3)";0,4;0,4;0,4;0,3;0,3;0,3;
0218044;"Środa Śląska - miasto (4)";0,4;0,4;0,4;0,3;0,3;0,3;
0219000;"Powiat świdnicki";40,3;41,0;40,2;2,1;2,9;2,4;
0219011;"Świdnica (1)";25,2;23,2;22,9;0,2;0,2;0,2;
0219021;"Świebodzice (1)";1,7;1,7;1,7;0,5;0,5;0,5;
0219043;"Jaworzyna Śląska (3)";0,4;2,3;2,3;0,4;0,4;0,4;
0219044;"Jaworzyna Śląska - miasto (4)";0,2;2,1;2,1;0,2;0,2;0,2;
0219045;"Jaworzyna Śląska - obszar wiejski (5)";0,2;0,2;0,2;0,2;0,2;0,2;
0219052;"Marcinowice (2)";12,0;12,0;12,0;0,0;0,0;0,0;
0219063;"Strzegom (3)";0,9;1,8;1,3;0,9;1,8;1,3;
0219064;"Strzegom - miasto (4)";0,9;0,2;0,2;0,9;0,2;0,2;
0219065;"Strzegom - obszar wiejski (5)";0,0;1,6;1,1;0,0;1,6;1,1;
0219083;"Żarów (3)";0,1;0,0;0,0;0,1;0,0;0,0;
0219084;"Żarów - miasto (4)";0,1;0,0;0,0;0,1;0,0;0,0;
0220000;"Powiat trzebnicki";8,6;8,6;8,6;8,6;8,6;8,6;
0220013;"Oborniki Śląskie (3)";0,4;0,4;0,4;0,4;0,4;0,4;
0220014;"Oborniki Śląskie - miasto (4)";0,4;0,4;0,4;0,4;0,4;0,4;
0220023;"Prusice (3)";6,0;6,0;6,0;6,0;6,0;6,0;
0220025;"Prusice - obszar wiejski (5)";6,0;6,0;6,0;6,0;6,0;6,0;
0220063;"Żmigród (3)";2,2;2,2;2,2;2,2;2,2;2,2;
0220064;"Żmigród - miasto (4)";2,2;2,2;2,2;2,2;2,2;2,2;
0221000;"Powiat wałbrzyski";4,7;4,7;16,7;0,7;0,7;5,5;
0221021;"Jedlina-Zdrój (1)";2,8;2,1;2,1;0,0;0,0;0,0;
0221031;"Szczawno-Zdrój (1)";1,9;2,6;14,6;0,7;0,7;5,5;
0222000;"Powiat wołowski";32,6;36,7;36,7;28,5;32,6;32,6;
0222013;"Brzeg Dolny (3)";2,2;8,0;8,0;2,2;8,0;8,0;
0222014;"Brzeg Dolny - miasto (4)";2,2;8,0;8,0;2,2;8,0;8,0;
0222033;"Wołów (3)";30,4;28,7;28,7;26,3;24,6;24,6;
0222034;"Wołów - miasto (4)";25,9;24,2;24,2;24,9;23,2;23,2;
0222035;"Wołów - obszar wiejski (5)";4,5;4,5;4,5;1,4;1,4;1,4;
0223000;"Powiat wrocławski";10,4;9,5;9,5;6,6;5,7;5,7;
0223012;"Czernica (2)";3,8;3,8;3,8;0,0;0,0;0,0;
0223073;"Sobótka (3)";6,2;5,6;5,6;6,2;5,6;5,6;
0223074;"Sobótka - miasto (4)";6,2;5,6;5,6;6,2;5,6;5,6;
0223083;"Siechnice (3)";0,4;0,1;0,1;0,4;0,1;0,1;
0223084;"Siechnice - miasto (4)";0,1;0,1;0,1;0,1;0,1;0,1;
0223085;"Siechnice - obszar wiejski (5)";0,3;0,0;0,0;0,3;0,0;0,0;
0224000;"Powiat ząbkowicki";2,6;2,6;3,0;2,6;2,6;3,0;
0224063;"Ziębice (3)";2,6;2,6;2,6;2,6;2,6;2,6;
0224064;"Ziębice - miasto (4)";2,6;2,6;2,6;2,6;2,6;2,6;
0224073;"Złoty Stok (3)";0,0;0,0;0,4;0,0;0,0;0,4;
0224074;"Złoty Stok - miasto (4)";0,0;0,0;0,4;0,0;0,0;0,4;
0225000;"Powiat zgorzelecki";42,3;40,4;40,4;7,7;5,8;5,8;
0225021;"Zgorzelec (1)";37,5;35,6;35,6;2,9;1,0;1,0;
0225033;"Bogatynia (3)";1,0;1,0;1,0;1,0;1,0;1,0;
0225034;"Bogatynia - miasto (4)";1,0;1,0;1,0;1,0;1,0;1,0;
0225043;"Pieńsk (3)";0,8;0,8;0,8;0,8;0,8;0,8;
0225044;"Pieńsk - miasto (4)";0,8;0,8;0,8;0,8;0,8;0,8;
0225063;"Węgliniec (3)";3,0;3,0;3,0;3,0;3,0;3,0;
0225064;"Węgliniec - miasto (4)";3,0;3,0;3,0;3,0;3,0;3,0;
0226000;"Powiat złotoryjski";8,2;8,0;15,9;3,3;3,3;5,0;
0226011;"Wojcieszów (1)";4,7;4,7;4,7;1,8;1,8;1,8;
0226021;"Złotoryja (1)";1,5;1,3;9,2;0,1;0,1;1,8;
0226062;"Złotoryja (2)";2,0;2,0;2,0;1,4;1,4;1,4;
0261000;"Powiat m. Jelenia Góra";15,8;11,8;11,7;14,6;10,6;10,6;
0261011;"Jelenia Góra (1)";15,8;11,8;11,7;14,6;10,6;10,6;
0262000;"Powiat m. Legnica";8,1;12,5;12,5;6,0;6,4;6,4;
0262011;"Legnica (1)";8,1;12,5;12,5;6,0;6,4;6,4;
0264000;"Powiat m. Wrocław";69,5;76,1;63,0;69,5;76,1;63,0;
0264011;"Wrocław (1)";69,5;76,1;63,0;69,5;76,1;63,0;
0265000;"Powiat m. Wałbrzych od 2013";2,2;1,6;0,5;0,0;0,0;0,0;
0265011;"Wałbrzych od 2013 (1)";2,2;1,6;0,5;0,0;0,0;0,0;
0400000;"KUJAWSKO-POMORSKIE";96,1;95,4;91,6;56,3;52,1;54,0;
0401000;"Powiat aleksandrowski";0,2;0,2;0,2;0,2;0,2;0,2;
0401021;"Ciechocinek (1)";0,2;0,2;0,2;0,2;0,2;0,2;
0402000;"Powiat brodnicki";8,0;8,9;8,9;4,4;5,3;5,3;
0402011;"Brodnica (1)";4,8;4,8;4,8;1,2;1,2;1,2;
0402092;"Świedziebnia (2)";0,3;0,3;0,3;0,3;0,3;0,3;
0402102;"Zbiczno (2)";2,9;3,8;3,8;2,9;3,8;3,8;
0403000;"Powiat bydgoski";3,4;0,5;0,3;3,4;0,5;0,3;
0403043;"Koronowo (3)";0,7;0,0;0,0;0,7;0,0;0,0;
0403044;"Koronowo - miasto (4)";0,7;0,0;0,0;0,7;0,0;0,0;
0403072;"Sicienko (2)";2,7;0,5;0,3;2,7;0,5;0,3;
0404000;"Powiat chełmiński";0,3;0,0;0,0;0,0;0,0;0,0;
0404011;"Chełmno (1)";0,3;0,0;0,0;0,0;0,0;0,0;
0405000;"Powiat golubsko-dobrzyński";0,0;0,0;1,3;0,0;0,0;0,3;
0405043;"Kowalewo Pomorskie (3)";0,0;0,0;0,3;0,0;0,0;0,3;
0405044;"Kowalewo Pomorskie - miasto (4)";0,0;0,0;0,3;0,0;0,0;0,3;
0405052;"Radomin (2)";0,0;0,0;1,0;0,0;0,0;0,0;
0406000;"Powiat grudziądzki";2,3;2,3;1,6;0,7;0,7;0,1;
0406012;"Grudziądz (2)";1,2;1,2;1,2;0,0;0,0;0,0;
0406022;"Gruta (2)";0,6;0,6;0,0;0,6;0,6;0,0;
0406043;"Radzyń Chełmiński (3)";0,3;0,3;0,3;0,0;0,0;0,0;
0406044;"Radzyń Chełmiński - miasto (4)";0,3;0,3;0,3;0,0;0,0;0,0;
0406062;"Świecie nad Osą (2)";0,2;0,2;0,1;0,1;0,1;0,1;
0407000;"Powiat inowrocławski";6,7;8,4;7,1;6,4;6,4;6,5;
0407033;"Gniewkowo (3)";0,1;0,1;0,0;0,1;0,1;0,0;
0407034;"Gniewkowo - miasto (4)";0,1;0,1;0,0;0,1;0,1;0,0;
0407053;"Janikowo (3)";0,3;0,3;0,3;0,0;0,0;0,0;
0407054;"Janikowo - miasto (4)";0,3;0,3;0,3;0,0;0,0;0,0;
0407063;"Kruszwica (3)";6,1;6,1;6,1;6,1;6,1;6,1;
0407064;"Kruszwica - miasto (4)";5,0;5,0;5,0;5,0;5,0;5,0;
0407065;"Kruszwica - obszar wiejski (5)";1,1;1,1;1,1;1,1;1,1;1,1;
0407073;"Pakość (3)";0,2;1,9;0,7;0,2;0,2;0,4;
0407074;"Pakość - miasto (4)";0,2;0,5;0,5;0,2;0,2;0,2;
0407075;"Pakość - obszar wiejski (5)";0,0;1,4;0,2;0,0;0,0;0,2;
0408000;"Powiat lipnowski";9,0;9,0;7,9;4,9;4,9;4,9;
0408011;"Lipno (1)";4,1;4,1;3,0;0,0;0,0;0,0;
0408043;"Dobrzyń nad Wisłą (3)";1,7;1,7;1,7;1,7;1,7;1,7;
0408044;"Dobrzyń nad Wisłą - miasto (4)";1,7;1,7;1,7;1,7;1,7;1,7;
0408062;"Lipno (2)";3,0;3,0;3,0;3,0;3,0;3,0;
0408073;"Skępe (3)";0,2;0,2;0,2;0,2;0,2;0,2;
0408074;"Skępe - miasto (4)";0,2;0,2;0,2;0,2;0,2;0,2;
0409000;"Powiat mogileński";0,9;0,9;0,9;0,0;0,0;0,0;
0409012;"Dąbrowa (2)";0,9;0,9;0,9;0,0;0,0;0,0;
0410000;"Powiat nakielski";7,1;6,5;6,5;4,3;4,3;4,3;
0410013;"Kcynia (3)";1,1;1,1;1,1;1,1;1,1;1,1;
0410014;"Kcynia - miasto (4)";1,1;1,1;1,1;1,1;1,1;1,1;
