"Kod";"Nazwa";"jednorodzinne;2020;[ha]";"jednorodzinne;2021;[ha]";"jednorodzinne;2022;[ha]";"jednorodzinne - uzbrojone;2020;[ha]";"jednorodzinne - uzbrojone;2021;[ha]";"jednorodzinne - uzbrojone;2022;[ha]";
1607014;"Głuchołazy - miasto (4)";7;6;5;6;6;5;
1607015;"Głuchołazy - obszar wiejski (5)";8;7;6;0;0;0;
1607022;"Kamiennik (2)";2;2;0;0;0;0;
1607033;"Korfantów (3)";6;6;6;0;2;2;
1607034;"Korfantów - miasto (4)";2;2;2;0;2;2;
1607035;"Korfantów - obszar wiejski (5)";4;4;4;0;0;0;
1607042;"Łambinowice (2)";10;10;9;10;10;9;
1607053;"Nysa (3)";137;135;137;9;6;2;
1607054;"Nysa - miasto (4)";131;130;132;2;2;2;
1607055;"Nysa - obszar wiejski (5)";6;5;5;6;5;0;
1607063;"Otmuchów (3)";15;14;20;10;9;13;
1607064;"Otmuchów - miasto (4)";10;9;13;10;9;13;
1607065;"Otmuchów - obszar wiejski (5)";5;5;6;0;0;0;
1607073;"Paczków (3)";20;20;19;14;14;13;
1607074;"Paczków - miasto (4)";10;10;10;5;4;4;
1607075;"Paczków - obszar wiejski (5)";10;9;9;10;9;9;
1607082;"Pakosławice (2)";11;10;9;1;0;0;
1607092;"Skoroszyce (2)";30;28;28;3;3;3;
1608000;"Powiat oleski";132;132;132;13;13;14;
1608013;"Dobrodzień (3)";5;5;5;2;2;2;
1608014;"Dobrodzień - miasto (4)";3;3;3;1;1;1;
1608015;"Dobrodzień - obszar wiejski (5)";1;1;1;1;1;1;
1608023;"Gorzów Śląski (3)";3;3;3;1;1;2;
1608024;"Gorzów Śląski - miasto (4)";1;1;2;1;1;1;
1608025;"Gorzów Śląski - obszar wiejski (5)";1;1;1;1;1;1;
1608033;"Olesno (3)";112;112;112;0;0;0;
1608034;"Olesno - miasto (4)";66;66;66;0;0;0;
1608035;"Olesno - obszar wiejski (5)";45;45;45;0;0;0;
1608043;"Praszka (3)";6;6;6;6;6;6;
1608044;"Praszka - miasto (4)";3;3;3;3;3;3;
1608045;"Praszka - obszar wiejski (5)";3;3;3;3;3;3;
1608052;"Radłów (2)";3;3;3;0;0;0;
1608072;"Zębowice (2)";4;4;4;4;4;4;
1609000;"Powiat opolski";83;80;82;46;44;46;
1609012;"Chrząstowice (2)";15;15;15;15;15;15;
1609022;"Dąbrowa (2)";2;1;1;1;1;1;
1609032;"Dobrzeń Wielki (2)";7;7;7;0;0;0;
1609042;"Komprachcice (2)";4;4;4;2;2;2;
1609062;"Murów (2)";28;28;28;9;9;9;
1609073;"Niemodlin (3)";7;6;6;6;5;5;
1609074;"Niemodlin - miasto (4)";3;3;3;2;2;2;
1609075;"Niemodlin - obszar wiejski (5)";4;3;3;4;3;3;
1609083;"Ozimek (3)";1;1;4;1;1;4;
1609084;"Ozimek - miasto (4)";0;0;2;0;0;2;
1609085;"Ozimek - obszar wiejski (5)";1;1;2;1;1;2;
1609092;"Popielów (2)";16;15;15;10;9;9;
1609103;"Prószków (3)";2;2;2;2;2;2;
1609104;"Prószków - miasto (4)";1;1;1;1;1;1;
1609112;"Tarnów Opolski (2)";1;1;2;0;0;0;
1610000;"Powiat prudnicki";17;14;17;8;7;7;
1610013;"Biała (3)";2;2;2;2;2;2;
1610014;"Biała - miasto (4)";1;1;1;0;0;0;
1610015;"Biała - obszar wiejski (5)";1;1;1;1;1;1;
1610023;"Głogówek (3)";6;6;5;6;6;5;
1610024;"Głogówek - miasto (4)";4;4;3;4;4;3;
1610025;"Głogówek - obszar wiejski (5)";2;2;2;2;2;2;
1610043;"Prudnik (3)";9;7;10;0;0;0;
1610044;"Prudnik - miasto (4)";6;5;5;0;0;0;
1610045;"Prudnik - obszar wiejski (5)";3;1;5;0;0;0;
1611000;"Powiat strzelecki";24;25;22;22;21;20;
1611012;"Izbicko (2)";2;4;4;2;2;2;
1611022;"Jemielnica (2)";1;1;1;1;1;1;
1611033;"Kolonowskie (3)";2;2;2;2;2;2;
1611034;"Kolonowskie - miasto (4)";2;2;1;2;2;1;
1611035;"Kolonowskie - obszar wiejski (5)";0;1;1;0;1;1;
1611043;"Leśnica (3)";10;10;10;10;10;10;
1611044;"Leśnica - miasto (4)";10;10;10;10;10;10;
1611053;"Strzelce Opolskie (3)";4;3;2;2;2;1;
1611054;"Strzelce Opolskie - miasto (4)";1;0;0;1;0;0;
1611055;"Strzelce Opolskie - obszar wiejski (5)";3;3;2;2;1;1;
1611063;"Ujazd (3)";3;3;2;3;3;2;
1611064;"Ujazd - miasto (4)";1;1;1;1;1;1;
1611065;"Ujazd - obszar wiejski (5)";2;2;2;2;2;2;
1611073;"Zawadzkie (3)";2;2;2;2;2;2;
1611074;"Zawadzkie - miasto (4)";2;2;2;2;2;2;
1661000;"Powiat m. Opole";7;22;22;5;13;14;
1661011;"Opole (1)";7;22;22;5;13;14;
1800000;"PODKARPACKIE";1159;1140;1146;641;622;617;
1801000;"Powiat bieszczadzki";21;21;20;9;9;9;
1801032;"Czarna (2)";4;4;4;4;4;4;
1801052;"Lutowiska (2)";1;1;1;1;1;1;
1801083;"Ustrzyki Dolne (3)";16;15;15;4;4;4;
1801084;"Ustrzyki Dolne - miasto (4)";0;1;1;0;0;0;
1801085;"Ustrzyki Dolne - obszar wiejski (5)";15;15;14;4;4;4;
1802000;"Powiat brzozowski";22;21;21;21;20;20;
1802032;"Dydnia (2)";2;2;2;2;2;2;
1802042;"Haczów (2)";1;1;1;0;0;0;
1802052;"Jasienica Rosielna (2)";13;13;13;13;13;13;
1802062;"Nozdrzec (2)";5;5;5;5;5;5;
1803000;"Powiat dębicki";4;4;5;3;3;3;
1803011;"Dębica (1)";1;1;1;1;1;1;
1803023;"Brzostek (3)";1;1;1;1;1;1;
1803025;"Brzostek - obszar wiejski (5)";1;1;1;1;1;1;
1803042;"Dębica (2)";1;1;1;1;1;1;
1803072;"Żyraków (2)";1;1;2;1;1;0;
1804000;"Powiat jarosławski";57;52;51;33;29;28;
1804011;"Jarosław (1)";7;7;7;5;5;5;
1804021;"Radymno (1)";1;1;1;1;1;1;
1804042;"Jarosław (2)";21;21;21;4;4;4;
1804052;"Laszki (2)";3;2;1;3;1;1;
1804062;"Pawłosiów (2)";1;1;1;1;1;1;
1804073;"Pruchnik (3)";11;9;9;11;9;9;
1804074;"Pruchnik - miasto (4)";6;6;6;6;6;6;
1804075;"Pruchnik - obszar wiejski (5)";6;3;3;6;3;3;
1804082;"Radymno (2)";4;3;2;1;2;0;
1804092;"Rokietnica (2)";3;3;3;3;3;3;
1804102;"Roźwienica (2)";6;6;6;6;6;6;
1805000;"Powiat jasielski";24;23;23;20;19;20;
1805011;"Jasło (1)";1;1;1;1;1;1;
1805032;"Dębowiec (2)";1;0;0;1;0;0;
1805042;"Jasło (2)";2;2;2;2;2;2;
1805053;"Kołaczyce (3)";2;2;2;2;2;2;
1805055;"Kołaczyce - obszar wiejski (5)";1;1;1;1;1;1;
1805062;"Krempna (2)";3;3;3;1;1;1;
1805072;"Nowy Żmigród (2)";7;7;7;7;7;7;
1805082;"Osiek Jasielski (2)";2;2;1;0;0;0;
1805112;"Tarnowiec (2)";7;7;7;7;7;7;
1806000;"Powiat kolbuszowski";67;64;62;10;8;7;
1806012;"Cmolas (2)";7;7;6;7;7;6;
1806023;"Kolbuszowa (3)";52;50;49;3;1;1;
1806024;"Kolbuszowa - miasto (4)";52;49;49;2;0;0;
1806025;"Kolbuszowa - obszar wiejski (5)";1;1;1;1;1;1;
1806032;"Majdan Królewski (2)";1;1;1;0;0;0;
1806042;"Niwiska (2)";1;1;1;1;1;1;
1806062;"Dzikowiec (2)";6;6;5;0;0;0;
1807000;"Powiat krośnieński";53;52;51;25;24;25;
1807012;"Chorkówka (2)";6;6;5;0;0;0;
1807023;"Dukla (3)";18;16;16;2;2;2;
1807024;"Dukla - miasto (4)";4;4;4;0;0;0;
1807025;"Dukla - obszar wiejski (5)";13;12;12;2;2;2;
1807033;"Iwonicz-Zdrój (3)";10;10;10;10;10;10;
1807034;"Iwonicz-Zdrój - miasto (4)";3;3;3;3;3;3;
1807035;"Iwonicz-Zdrój - obszar wiejski (5)";7;7;7;7;7;7;
1807043;"Jedlicze (3)";1;1;1;1;1;1;
1807044;"Jedlicze - miasto (4)";1;1;0;1;1;0;
1807045;"Jedlicze - obszar wiejski (5)";1;1;0;1;1;0;
1807052;"Korczyna (2)";3;3;3;3;3;3;
1807072;"Miejsce Piastowe (2)";4;5;3;1;1;1;
1807083;"Rymanów (3)";2;1;3;2;1;3;
1807085;"Rymanów - obszar wiejski (5)";1;1;3;1;1;3;
1807092;"Wojaszówka (2)";4;4;4;1;1;1;
1807102;"Jaśliska (2)";5;5;5;5;5;5;
1808000;"Powiat leżajski";67;66;64;48;46;45;
1808011;"Leżajsk (1)";1;1;1;1;1;1;
1808022;"Grodzisko Dolne (2)";12;12;12;3;3;3;
1808032;"Kuryłówka (2)";1;1;1;1;1;1;
1808042;"Leżajsk (2)";50;50;49;40;40;39;
1808053;"Nowa Sarzyna (3)";3;1;1;3;1;1;
1808055;"Nowa Sarzyna - obszar wiejski (5)";3;1;1;3;1;1;
1809000;"Powiat lubaczowski";87;85;81;78;77;73;
1809011;"Lubaczów (1)";7;3;2;5;1;1;
1809023;"Cieszanów (3)";46;45;43;39;38;36;
1809024;"Cieszanów - miasto (4)";17;15;13;10;9;6;
1809025;"Cieszanów - obszar wiejski (5)";30;30;30;30;30;30;
1809042;"Lubaczów (2)";2;7;7;2;7;7;
1809053;"Narol (3)";7;6;5;7;6;5;
1809054;"Narol - miasto (4)";5;5;4;5;5;4;
1809055;"Narol - obszar wiejski (5)";2;2;1;2;2;1;
1809063;"Oleszyce (3)";8;7;7;8;7;7;
1809064;"Oleszyce - miasto (4)";1;1;1;1;1;1;
1809065;"Oleszyce - obszar wiejski (5)";8;7;7;8;7;7;
1809072;"Stary Dzików (2)";11;11;11;11;11;11;
1809082;"Wielkie Oczy (2)";7;7;6;7;7;6;
1810000;"Powiat łańcucki";40;41;35;12;14;9;
1810022;"Białobrzegi (2)";13;13;11;0;0;0;
1810032;"Czarna (2)";0;4;0;0;4;0;
1810042;"Łańcut (2)";2;1;1;0;0;0;
1810062;"Rakszawa (2)";21;20;20;10;9;8;
1810072;"Żołynia (2)";4;3;2;2;1;1;
1811000;"Powiat mielecki";51;45;43;10;11;10;
1811011;"Mielec (1)";2;4;3;1;2;1;
1811032;"Czermin (2)";5;5;5;5;5;5;
1811052;"Mielec (2)";0;0;4;0;0;0;
1811062;"Padew Narodowa (2)";31;24;18;3;3;2;
1811073;"Przecław (3)";4;4;4;1;1;1;
1811075;"Przecław - obszar wiejski (5)";4;4;4;1;1;1;
1811092;"Tuszów Narodowy (2)";1;1;2;0;0;0;
1811102;"Wadowice Górne (2)";7;7;7;0;0;0;
1812000;"Powiat niżański";40;38;38;15;13;13;
1812012;"Harasiuki (2)";5;5;5;5;5;5;
1812022;"Jarocin (2)";1;1;1;1;1;1;
1812032;"Jeżowe (2)";3;2;2;3;2;2;
1812053;"Nisko (3)";26;26;25;1;1;1;
1812054;"Nisko - miasto (4)";16;15;15;1;1;1;
1812055;"Nisko - obszar wiejski (5)";11;11;11;0;0;0;
1812073;"Ulanów (3)";4;3;3;4;3;3;
1812074;"Ulanów - miasto (4)";1;1;1;1;1;1;
1812075;"Ulanów - obszar wiejski (5)";3;2;2;3;2;2;
1813000;"Powiat przemyski";181;177;175;97;94;92;
1813012;"Bircza (2)";61;60;60;61;60;60;
1813022;"Dubiecko (2)";1;;;0;;;
1813032;"Fredropol (2)";33;32;31;20;19;18;
1813042;"Krasiczyn (2)";1;1;1;1;1;1;
1813052;"Krzywcza (2)";1;1;0;0;0;0;
1813062;"Medyka (2)";1;1;1;1;1;1;
1813072;"Orły (2)";1;1;1;1;1;1;
1813082;"Przemyśl (2)";7;7;7;0;0;0;
1813092;"Stubno (2)";39;39;39;3;3;3;
1813102;"Żurawica (2)";37;36;35;11;9;9;
1814000;"Powiat przeworski";51;50;57;47;47;55;
1814011;"Przeworsk (1)";1;1;0;1;1;0;
1814022;"Adamówka (2)";3;2;1;0;0;0;
1814032;"Gać (2)";7;7;7;7;7;7;
1814042;"Jawornik Polski (2)";2;1;1;1;1;1;
1814062;"Przeworsk (2)";33;33;33;33;33;33;
1814073;"Sieniawa (3)";5;5;5;5;5;5;
1814075;"Sieniawa - obszar wiejski (5)";5;5;5;5;5;5;
1814092;"Zarzecze (2)";0;0;10;0;0;10;
1815000;"Powiat ropczycko-sędziszowski";21;21;19;13;12;11;
1815022;"Ostrów (2)";6;6;6;6;6;6;
1815033;"Ropczyce (3)";1;1;1;1;1;1;
1815034;"Ropczyce - miasto (4)";1;1;1;1;1;1;
1815043;"Sędziszów Małopolski (3)";14;13;12;5;4;4;
1815044;"Sędziszów Małopolski - miasto (4)";3;2;1;3;2;1;
1815045;"Sędziszów Małopolski - obszar wiejski (5)";11;11;11;3;2;2;
1816000;"Powiat rzeszowski";105;101;105;55;53;53;
1816011;"Dynów (1)";1;1;1;1;1;1;
1816023;"Błażowa (3)";19;19;19;0;0;0;
1816024;"Błażowa - miasto (4)";4;4;4;0;0;0;
1816025;"Błażowa - obszar wiejski (5)";15;15;15;0;0;0;
1816033;"Boguchwała (3)";1;1;1;1;1;1;
1816035;"Boguchwała - obszar wiejski (5)";1;1;1;1;1;1;
1816052;"Dynów (2)";17;17;17;17;17;17;
1816063;"Głogów Małopolski (3)";35;35;35;10;10;10;
1816064;"Głogów Małopolski - miasto (4)";26;26;26;6;6;6;
1816065;"Głogów Małopolski - obszar wiejski (5)";9;9;9;4;4;4;
1816113;"Sokołów Małopolski (3)";25;24;22;23;23;21;
1816114;"Sokołów Małopolski - miasto (4)";24;23;21;22;23;21;
1816115;"Sokołów Małopolski - obszar wiejski (5)";1;0;0;1;0;0;
1816122;"Świlcza (2)";1;0;0;1;0;0;
1816132;"Trzebownisko (2)";6;6;12;2;1;2;
1817000;"Powiat sanocki";70;68;68;33;32;32;
1817011;"Sanok (1)";0;0;1;0;0;1;
1817042;"Komańcza (2)";19;17;17;12;10;10;
1817052;"Sanok (2)";42;42;42;16;16;16;
1817073;"Zagórz (3)";5;5;5;1;2;2;
1817074;"Zagórz - miasto (4)";3;3;3;0;1;1;
1817075;"Zagórz - obszar wiejski (5)";2;2;2;1;1;1;
1817082;"Zarszyn (2)";4;4;4;4;4;4;
1818000;"Powiat stalowowolski";34;35;49;28;27;25;
1818011;"Stalowa Wola (1)";0;2;1;0;2;1;
1818022;"Bojanów (2)";0;1;1;0;1;0;
1818032;"Pysznica (2)";1;1;2;0;0;0;
1818042;"Radomyśl nad Sanem (2)";25;22;21;25;22;21;
1818053;"Zaklików (3)";5;5;5;3;3;3;
1818054;"Zaklików - miasto (4)";5;5;5;3;3;3;
1818062;"Zaleszany (2)";4;5;20;1;0;1;
1819000;"Powiat strzyżowski";5;5;4;0;0;0;
1819043;"Strzyżów (3)";5;5;4;0;0;0;
1819044;"Strzyżów - miasto (4)";3;3;3;0;0;0;
1819045;"Strzyżów - obszar wiejski (5)";2;2;2;0;0;0;
1820000;"Powiat tarnobrzeski";59;77;74;28;29;26;
1820013;"Baranów Sandomierski (3)";32;52;50;0;4;2;
1820014;"Baranów Sandomierski - miasto (4)";19;20;20;0;0;0;
1820015;"Baranów Sandomierski - obszar wiejski (5)";13;32;31;0;4;2;
1820022;"Gorzyce (2)";4;4;3;4;4;3;
1820043;"Nowa Dęba (3)";23;22;21;23;22;21;
1820045;"Nowa Dęba - obszar wiejski (5)";23;21;21;23;21;21;
1821000;"Powiat leski";32;32;32;29;29;29;
1821022;"Cisna (2)";2;2;2;1;1;1;
1821033;"Lesko (3)";3;3;3;0;0;0;
1821034;"Lesko - miasto (4)";2;2;2;0;0;0;
1821035;"Lesko - obszar wiejski (5)";1;1;1;0;0;0;
1821042;"Olszanica (2)";27;26;26;27;26;26;
1821052;"Solina (2)";1;1;1;1;1;1;
1861000;"Powiat m. Krosno";5;6;5;2;3;3;
1861011;"Krosno (1)";5;6;5;2;3;3;
1862000;"Powiat m. Przemyśl";19;19;18;0;1;1;
1862011;"Przemyśl (1)";19;19;18;0;1;1;
1863000;"Powiat m. Rzeszów";18;18;18;0;0;0;
1863011;"Rzeszów (1)";18;18;18;0;0;0;
1864000;"Powiat m. Tarnobrzeg";26;21;28;26;21;28;
1864011;"Tarnobrzeg (1)";26;21;28;26;21;28;
2000000;"PODLASKIE";619;600;593;431;420;420;
2001000;"Powiat augustowski";2;2;2;2;2;2;
2001011;"Augustów (1)";1;1;1;1;1;1;
2002000;"Powiat białostocki";198;195;192;125;122;125;
2002013;"Choroszcz (3)";32;32;30;13;12;12;
2002014;"Choroszcz - miasto (4)";11;11;10;9;8;8;
2002015;"Choroszcz - obszar wiejski (5)";21;21;20;4;4;4;
2002023;"Czarna Białostocka (3)";5;5;5;5;5;5;
2002024;"Czarna Białostocka - miasto (4)";5;5;5;5;5;5;
2002032;"Dobrzyniewo Duże (2)";15;14;14;15;14;14;
2002042;"Gródek (2)";3;3;5;0;0;5;
2002052;"Juchnowiec Kościelny (2)";10;10;10;3;3;2;
2002063;"Łapy (3)";0;2;2;0;2;2;
2002064;"Łapy - miasto (4)";0;1;1;0;1;1;
2002065;"Łapy - obszar wiejski (5)";0;1;1;0;1;1;
2002073;"Michałowo (3)";1;1;1;1;1;1;
2002074;"Michałowo - miasto (4)";1;1;1;1;1;1;
2002082;"Poświętne (2)";4;4;4;4;4;4;
2002093;"Supraśl (3)";7;7;8;5;5;6;
2002094;"Supraśl - miasto (4)";2;2;2;2;2;2;
2002095;"Supraśl - obszar wiejski (5)";6;5;6;4;3;3;
2002112;"Turośń Kościelna (2)";12;11;11;12;11;11;
2002133;"Wasilków (3)";36;35;35;11;11;10;
2002134;"Wasilków - miasto (4)";33;33;33;8;8;8;
2002135;"Wasilków - obszar wiejski (5)";3;3;2;3;3;2;
2002143;"Zabłudów (3)";73;70;68;57;55;54;
2002144;"Zabłudów - miasto (4)";2;2;2;2;0;1;
2002145;"Zabłudów - obszar wiejski (5)";71;68;67;56;55;53;
2003000;"Powiat bielski";19;19;18;17;17;17;
2003011;"Bielsk Podlaski (1)";3;3;3;2;2;2;
2003021;"Brańsk (1)";1;1;1;1;1;1;
2003032;"Bielsk Podlaski (2)";7;7;7;7;7;7;
2003062;"Orla (2)";7;7;7;7;7;7;
2004000;"Powiat grajewski";29;26;26;21;18;18;
2004011;"Grajewo (1)";24;21;21;16;13;13;
2004022;"Grajewo (2)";4;4;4;4;4;4;
2004032;"Radziłów (2)";1;1;1;1;1;1;
2005000;"Powiat hajnowski";74;72;73;42;42;44;
2005011;"Hajnówka (1)";1;1;1;1;1;1;
2005032;"Czeremcha (2)";28;28;28;28;28;28;
2005052;"Dubicze Cerkiewne (2)";3;5;4;2;5;4;
2005062;"Hajnówka (2)";19;18;20;7;6;8;
2005073;"Kleszczele (3)";1;1;1;1;1;1;
2005075;"Kleszczele - obszar wiejski (5)";1;1;1;1;1;1;
2005082;"Narew (2)";21;20;19;1;1;1;
2005092;"Narewka (2)";2;1;0;2;1;0;
2007000;"Powiat łomżyński";8;7;7;8;7;7;
2007013;"Jedwabne (3)";2;1;1;2;1;1;
2007014;"Jedwabne - miasto (4)";2;1;1;2;1;1;
2007032;"Miastkowo (2)";2;2;2;2;2;2;
2007043;"Nowogród (3)";3;3;3;3;3;3;
2007044;"Nowogród - miasto (4)";3;3;3;3;3;3;
2008000;"Powiat moniecki";2;1;4;1;0;0;
2008043;"Knyszyn (3)";1;1;1;0;0;0;
2008044;"Knyszyn - miasto (4)";1;1;1;0;0;0;
2008063;"Mońki (3)";1;0;0;1;0;0;
2008064;"Mońki - miasto (4)";1;0;0;1;0;0;
2008072;"Trzcianne (2)";0;0;3;0;0;0;
2009000;"Powiat sejneński";12;12;9;3;3;1;
2009011;"Sejny (1)";1;1;1;0;0;0;
2009022;"Giby (2)";3;3;0;3;3;0;
2009042;"Puńsk (2)";7;7;7;0;0;0;
2010000;"Powiat siemiatycki";68;66;64;55;52;52;
2010011;"Siemiatycze (1)";1;3;1;0;0;0;
2010023;"Drohiczyn (3)";28;28;28;22;22;22;
2010024;"Drohiczyn - miasto (4)";16;16;16;10;10;10;
2010025;"Drohiczyn - obszar wiejski (5)";11;11;11;11;11;11;
2010052;"Mielnik (2)";28;28;28;25;25;25;
2010062;"Milejczyce (2)";2;2;2;2;2;2;
2010072;"Nurzec-Stacja (2)";9;6;6;6;3;3;
2011000;"Powiat sokólski";145;144;142;137;136;135;
2011013;"Dąbrowa Białostocka (3)";3;3;3;1;1;1;
2011014;"Dąbrowa Białostocka - miasto (4)";3;3;3;1;1;1;
2011032;"Korycin (2)";3;3;3;2;2;2;
2011043;"Krynki (3)";118;117;117;118;117;117;
2011044;"Krynki - miasto (4)";34;34;34;34;34;34;
2011045;"Krynki - obszar wiejski (5)";85;84;83;85;84;83;
2011062;"Nowy Dwór (2)";1;1;1;1;1;1;
2011072;"Sidra (2)";2;2;2;2;2;2;
2011083;"Sokółka (3)";16;16;16;13;13;13;
2011084;"Sokółka - miasto (4)";16;16;16;13;13;13;
2011093;"Suchowola (3)";2;2;1;0;0;0;
2011094;"Suchowola - miasto (4)";2;2;1;0;0;0;
2012000;"Powiat suwalski";9;8;7;6;5;5;
2012032;"Jeleniewo (2)";1;1;1;1;1;1;
2012062;"Rutka-Tartak (2)";5;5;5;5;5;5;
2012072;"Suwałki (2)";3;3;2;0;0;0;
2013000;"Powiat wysokomazowiecki";6;5;5;2;2;2;
2013011;"Wysokie Mazowieckie (1)";4;3;3;2;2;2;
2013033;"Czyżew (3)";2;2;2;0;0;0;
2013034;"Czyżew - miasto (4)";2;2;2;0;0;0;
2014000;"Powiat zambrowski";0;1;0;0;0;0;
2061000;"Powiat m. Białystok";45;43;42;12;12;12;
2061011;"Białystok (1)";45;43;42;12;12;12;
2062000;"Powiat m. Łomża";1;1;1;1;1;1;
2062011;"Łomża (1)";1;1;1;1;1;1;
2063000;"Powiat m. Suwałki";3;1;2;0;0;1;
2063011;"Suwałki (1)";3;1;2;0;0;1;
2200000;"POMORSKIE";1928;1862;1824;711;685;673;
2201000;"Powiat bytowski";53;42;37;17;12;9;
2201012;"Borzytuchom (2)";4;3;2;0;1;1;
2201023;"Bytów (3)";10;10;9;1;1;0;
2201024;"Bytów - miasto (4)";6;5;5;1;1;0;
2201025;"Bytów - obszar wiejski (5)";5;5;4;0;0;0;
2201032;"Czarna Dąbrówka (2)";4;2;2;4;2;2;
2201042;"Kołczygłowy (2)";5;5;5;2;2;2;
2201052;"Lipnica (2)";5;3;1;5;3;1;
2201063;"Miastko (3)";14;12;12;2;1;1;
2201064;"Miastko - miasto (4)";1;1;1;0;0;0;
2201065;"Miastko - obszar wiejski (5)";13;11;11;2;1;1;
2201072;"Parchowo (2)";1;1;1;1;1;1;
2201082;"Studzienice (2)";4;1;1;0;0;0;
2201092;"Trzebielino (2)";4;4;4;1;1;1;
2201102;"Tuchomie (2)";3;2;1;3;2;1;
2202000;"Powiat chojnicki";26;24;19;3;4;4;
2202011;"Chojnice (1)";19;16;11;3;3;3;
2202023;"Brusy (3)";0;0;1;0;0;0;
2202025;"Brusy - obszar wiejski (5)";0;0;1;0;0;0;
2202032;"Chojnice (2)";5;5;5;0;0;0;
2202043;"Czersk (3)";1;1;1;1;1;1;
2202044;"Czersk - miasto (4)";1;1;1;1;1;1;
2202052;"Konarzyny (2)";1;1;1;0;0;0;
2203000;"Powiat człuchowski";86;85;84;37;33;32;
2203011;"Człuchów (1)";12;11;11;0;0;0;
2203023;"Czarne (3)";7;7;5;6;6;5;
2203024;"Czarne - miasto (4)";6;6;5;6;6;5;
2203025;"Czarne - obszar wiejski (5)";1;1;0;0;0;0;
2203032;"Człuchów (2)";29;25;25;7;4;4;
2203043;"Debrzno (3)";23;22;22;13;13;13;
2203044;"Debrzno - miasto (4)";23;22;22;13;13;13;
2203052;"Koczała (2)";10;10;10;10;10;10;
2203062;"Przechlewo (2)";0;3;4;0;0;0;
2203072;"Rzeczenica (2)";7;7;7;1;1;1;
2204000;"Powiat gdański";239;234;230;146;146;145;
2204011;"Pruszcz Gdański (1)";1;1;1;0;0;0;
2204032;"Kolbudy (2)";76;76;76;76;76;76;
2204042;"Pruszcz Gdański (2)";7;7;6;0;0;0;
2204052;"Przywidz (2)";54;53;53;13;13;13;
2204062;"Pszczółki (2)";21;21;21;21;21;21;
2204072;"Suchy Dąb (2)";31;31;31;0;0;0;
2204082;"Trąbki Wielkie (2)";49;46;42;35;35;35;
2205000;"Powiat kartuski";77;75;80;1;0;0;
2205012;"Chmielno (2)";66;66;66;0;0;0;
2205023;"Kartuzy (3)";3;3;3;0;0;0;
2205025;"Kartuzy - obszar wiejski (5)";3;3;3;0;0;0;
2205032;"Przodkowo (2)";2;0;2;0;0;0;
2205052;"Somonino (2)";2;2;3;0;0;0;
2205062;"Stężyca (2)";2;2;4;0;0;0;
2205072;"Sulęczyno (2)";3;3;3;0;0;0;
2206000;"Powiat kościerski";81;75;69;14;13;13;
2206011;"Kościerzyna (1)";4;3;2;0;0;0;
2206022;"Dziemiany (2)";1;1;1;0;0;0;
2206042;"Kościerzyna (2)";43;42;41;12;11;11;
2206052;"Liniewo (2)";4;4;4;1;1;1;
2206062;"Lipusz (2)";3;3;3;0;0;0;
2206072;"Nowa Karczma (2)";25;21;17;0;0;0;
2206082;"Stara Kiszewa (2)";1;1;1;1;1;1;
2207000;"Powiat kwidzyński";95;91;89;40;38;38;
2207011;"Kwidzyn (1)";28;27;26;3;1;1;
2207022;"Gardeja (2)";5;5;5;5;5;5;
2207032;"Kwidzyn (2)";23;22;21;10;10;10;
2207043;"Prabuty (3)";22;22;22;11;11;11;
2207044;"Prabuty - miasto (4)";16;16;16;11;11;11;
2207045;"Prabuty - obszar wiejski (5)";7;7;7;0;0;0;
2207052;"Ryjewo (2)";7;6;6;2;2;2;
2207062;"Sadlinki (2)";9;9;9;9;9;9;
2208000;"Powiat lęborski";105;108;109;8;8;7;
2208011;"Lębork (1)";56;56;55;1;1;1;
2208021;"Łeba (1)";42;42;41;7;7;6;
2208032;"Cewice (2)";5;5;5;1;1;1;
2208042;"Nowa Wieś Lęborska (2)";3;6;8;0;0;0;
2209000;"Powiat malborski";247;240;233;99;95;90;
2209011;"Malbork (1)";30;27;26;27;27;26;
2209032;"Lichnowy (2)";6;5;5;0;0;0;
2209042;"Malbork (2)";193;190;187;63;60;57;
2209062;"Miłoradz (2)";4;4;4;4;4;4;
2209073;"Nowy Staw (3)";14;12;11;4;4;4;
2209074;"Nowy Staw - miasto (4)";10;9;8;1;1;1;
2209075;"Nowy Staw - obszar wiejski (5)";3;3;3;3;3;3;
2209082;"Stare Pole (2)";1;1;0;1;0;0;
2210000;"Powiat nowodworski";58;58;56;35;38;38;
2210011;"Krynica Morska (1)";0;0;1;0;0;1;
2210023;"Nowy Dwór Gdański (3)";7;7;6;3;6;6;
2210024;"Nowy Dwór Gdański - miasto (4)";5;4;3;0;3;3;
2210025;"Nowy Dwór Gdański - obszar wiejski (5)";3;3;3;3;3;3;
2210032;"Ostaszewo (2)";1;0;0;0;0;0;
2210042;"Stegna (2)";48;48;47;29;29;29;
2210052;"Sztutowo (2)";2;2;2;2;2;2;
2211000;"Powiat pucki";77;68;69;23;19;18;
2211011;"Hel (1)";6;6;5;1;1;1;
2211023;"Jastarnia (3)";4;4;4;4;4;4;
2211024;"Jastarnia - miasto (4)";3;3;2;3;3;2;
2211025;"Jastarnia - obszar wiejski (5)";1;1;1;1;1;1;
2211031;"Puck (1)";9;7;7;2;2;2;
