"Kod";"Nazwa";"liczba imprez;ogółem;2013;[-]";"liczba imprez;ogółem;2014;[-]";"liczba imprez;ogółem;2015;[-]";"liczba imprez;ogółem;2016;[-]";"liczba imprez;ogółem;2017;[-]";"liczba imprez;ogółem;2018;[-]";"liczba imprez;ogółem;2019;[-]";"liczba imprez;ogółem;2020;[-]";"liczba imprez;ogółem;2021;[-]";"liczba imprez;ogółem;2022;[-]";
2204052;"Przywidz (2)";0;0;1;0;0;0;0;0;0;1;
2205000;"Powiat kartuski";3;4;4;6;8;8;8;0;0;5;
2205023;"Kartuzy (3)";2;3;1;1;2;3;4;0;0;3;
2205024;"Kartuzy - miasto (4)";2;3;1;1;2;3;4;0;0;3;
2205062;"Stężyca (2)";0;0;2;4;4;1;1;0;0;1;
2205083;"Żukowo (3)";1;1;1;1;2;4;3;0;0;1;
2205084;"Żukowo - miasto (4)";1;1;1;1;2;4;3;0;0;1;
2206000;"Powiat kościerski";3;7;8;8;7;3;6;0;0;1;
2206011;"Kościerzyna (1)";1;1;1;1;1;3;3;0;0;0;
2206032;"Karsin (2)";2;5;6;7;6;0;3;0;0;1;
2206082;"Stara Kiszewa (2)";0;1;1;0;0;0;0;0;0;0;
2207000;"Powiat kwidzyński";26;24;25;25;29;22;35;6;14;21;
2207011;"Kwidzyn (1)";26;23;24;24;28;22;35;6;14;21;
2207043;"Prabuty (3)";0;1;1;0;0;0;0;0;0;0;
2207044;"Prabuty - miasto (4)";0;1;1;0;0;0;0;0;0;0;
2207052;"Ryjewo (2)";0;0;0;1;1;0;0;0;0;0;
2208000;"Powiat lęborski";5;4;5;5;4;3;5;0;0;6;
2208011;"Lębork (1)";4;4;4;2;2;2;2;0;0;1;
2208021;"Łeba (1)";0;0;0;2;1;0;2;0;0;4;
2208052;"Wicko (2)";1;0;1;1;1;1;1;0;0;1;
2209000;"Powiat malborski";3;6;7;6;11;8;7;0;3;3;
2209011;"Malbork (1)";2;4;5;4;7;4;3;0;2;2;
2209073;"Nowy Staw (3)";1;2;2;2;4;4;3;0;1;1;
2209074;"Nowy Staw - miasto (4)";1;2;2;2;4;4;3;0;1;1;
2209082;"Stare Pole (2)";0;0;0;0;0;0;1;0;0;0;
2210000;"Powiat nowodworski";4;6;2;3;5;4;2;0;0;1;
2210011;"Krynica Morska (1)";1;4;1;1;2;0;0;0;0;0;
2210023;"Nowy Dwór Gdański (3)";1;1;0;1;1;2;1;0;0;1;
2210024;"Nowy Dwór Gdański - miasto (4)";1;1;0;1;1;2;1;0;0;1;
2210042;"Stegna (2)";2;1;1;1;2;2;1;0;0;0;
2211000;"Powiat pucki";17;37;8;13;12;15;14;0;6;6;
2211011;"Hel (1)";0;0;0;1;0;0;0;0;0;0;
2211023;"Jastarnia (3)";;;;;0;0;1;0;2;1;
2211024;"Jastarnia - miasto (4)";;;;;0;0;1;0;2;1;
2211031;"Puck (1)";1;3;1;4;3;3;3;0;0;0;
2211041;"Władysławowo (1)";10;28;;;;;;;;;
2211043;"Władysławowo (3)";;;3;4;4;5;3;0;0;0;
2211044;"Władysławowo - miasto (4)";;;3;4;4;5;3;0;0;0;
2211052;"Kosakowo (2)";4;5;4;3;4;5;5;0;3;4;
2211062;"Krokowa (2)";2;1;0;1;1;2;2;0;1;1;
2212000;"Powiat słupski";4;4;2;3;3;3;5;0;11;8;
2212011;"Ustka (1)";2;2;1;1;1;1;2;0;0;6;
2212022;"Damnica (2)";0;0;0;0;0;0;0;0;11;0;
2212062;"Kobylnica (2)";2;2;1;2;2;2;3;0;0;1;
2212072;"Potęgowo (2)";0;0;0;0;0;0;0;0;0;1;
2213000;"Powiat starogardzki";11;9;9;10;12;12;10;1;2;11;
2213021;"Skórcz (1)";0;0;0;1;0;0;0;0;0;0;
2213031;"Starogard Gdański (1)";11;9;7;4;6;7;5;0;2;7;
2213052;"Kaliska (2)";0;0;0;1;1;1;1;0;0;1;
2213093;"Skarszewy (3)";0;0;1;2;2;1;1;0;0;2;
2213094;"Skarszewy - miasto (4)";0;0;1;2;2;1;1;0;0;2;
2213112;"Smętowo Graniczne (2)";0;0;1;1;1;1;1;0;0;0;
2213132;"Zblewo (2)";0;0;0;1;2;2;2;1;0;1;
2214000;"Powiat tczewski";15;7;11;5;9;9;9;0;1;5;
2214011;"Tczew (1)";12;5;8;3;7;7;7;0;0;3;
2214023;"Gniew (3)";1;1;1;1;1;1;1;0;0;0;
2214024;"Gniew - miasto (4)";1;1;1;1;1;1;1;0;0;0;
2214043;"Pelplin (3)";2;1;2;1;1;1;1;0;1;2;
2214044;"Pelplin - miasto (4)";2;1;2;1;1;1;1;0;1;2;
2215000;"Powiat wejherowski";15;6;10;12;18;19;17;3;4;7;
2215011;"Reda (1)";0;1;1;0;2;1;3;0;1;1;
2215021;"Rumia (1)";0;0;4;5;8;7;6;2;3;2;
2215031;"Wejherowo (1)";14;4;2;4;4;6;5;0;0;2;
2215052;"Gniewino (2)";0;0;1;1;1;2;1;0;0;1;
2215072;"Luzino (2)";1;1;2;1;1;2;1;1;0;1;
2215092;"Szemud (2)";0;0;0;1;2;1;1;0;0;0;
2216000;"Powiat sztumski";0;0;1;0;0;0;2;0;1;3;
2216013;"Dzierzgoń (3)";0;0;1;0;0;0;0;0;0;1;
2216014;"Dzierzgoń - miasto (4)";0;0;1;0;0;0;0;0;0;1;
2216053;"Sztum (3)";0;0;0;0;0;0;2;0;1;2;
2216054;"Sztum - miasto (4)";0;0;0;0;0;0;2;0;1;2;
2261000;"Powiat m. Gdańsk";24;26;28;34;25;36;49;11;19;25;
2261011;"Gdańsk (1)";24;26;28;34;25;36;49;11;19;25;
2262000;"Powiat m. Gdynia";124;104;130;117;138;153;155;28;64;78;
2262011;"Gdynia (1)";124;104;130;117;138;153;155;28;64;78;
2263000;"Powiat m. Słupsk";12;19;17;15;11;15;28;1;7;17;
2263011;"Słupsk (1)";12;19;17;15;11;15;28;1;7;17;
2264000;"Powiat m. Sopot";98;32;38;43;41;43;50;44;79;98;
2264011;"Sopot (1)";98;32;38;43;41;43;50;44;79;98;
2400000;"ŚLĄSKIE";706;740;854;817;760;896;873;212;494;828;
2401000;"Powiat będziński";8;8;9;9;8;8;8;0;13;40;
2401011;"Będzin (1)";5;5;5;4;3;3;2;0;10;36;
2401021;"Czeladź (1)";2;3;2;2;1;2;2;0;2;2;
2401031;"Wojkowice (1)";1;0;1;1;1;1;1;0;0;0;
2401042;"Bobrowniki (2)";0;0;0;0;1;1;2;0;1;1;
2401062;"Psary (2)";0;0;1;1;1;1;1;0;0;1;
2401073;"Siewierz (3)";0;0;0;1;1;0;0;0;0;0;
2401074;"Siewierz - miasto (4)";0;0;0;1;1;0;0;0;0;0;
2402000;"Powiat bielski";3;3;5;3;5;4;5;1;0;2;
2402011;"Szczyrk (1)";0;0;0;0;1;1;1;1;0;2;
2402043;"Czechowice-Dziedzice (3)";2;2;3;1;2;1;1;0;0;0;
2402044;"Czechowice-Dziedzice - miasto (4)";2;2;3;1;2;1;1;0;0;0;
2402052;"Jasienica (2)";1;1;1;0;0;0;0;0;0;0;
2402072;"Kozy (2)";0;0;1;1;1;1;2;0;0;0;
2402082;"Porąbka (2)";0;0;0;0;0;0;1;0;0;0;
2402102;"Wilkowice (2)";0;0;0;1;1;1;0;0;0;0;
2403000;"Powiat cieszyński";10;14;16;19;25;23;26;0;3;15;
2403011;"Cieszyn (1)";3;2;3;4;4;3;4;0;1;3;
2403021;"Ustroń (1)";2;3;8;3;4;7;5;0;0;3;
2403031;"Wisła (1)";2;5;2;4;7;5;8;0;2;4;
2403042;"Brenna (2)";0;0;0;2;3;4;4;0;0;2;
2403052;"Chybie (2)";1;1;1;1;1;1;2;0;0;0;
2403072;"Goleszów (2)";0;0;0;1;1;1;1;0;0;1;
2403092;"Istebna (2)";0;0;0;0;1;0;0;0;0;0;
2403103;"Skoczów (3)";0;0;0;2;2;0;0;0;0;1;
2403104;"Skoczów - miasto (4)";0;0;0;2;2;0;0;0;0;1;
2403113;"Strumień (3)";1;1;1;1;1;1;1;0;0;0;
2403114;"Strumień - miasto (4)";1;1;1;1;1;1;1;0;0;0;
2403122;"Zebrzydowice (2)";1;2;1;1;1;1;1;0;0;1;
2404000;"Powiat częstochowski";21;16;20;7;8;8;7;0;1;2;
2404013;"Blachownia (3)";1;1;2;2;1;2;1;0;0;0;
2404014;"Blachownia - miasto (4)";1;1;2;2;1;2;1;0;0;0;
2404032;"Janów (2)";2;3;2;1;1;0;1;0;0;1;
2404052;"Kłomnice (2)";0;0;0;0;0;1;1;0;0;0;
2404063;"Koniecpol (3)";15;10;13;0;0;0;0;0;0;0;
2404064;"Koniecpol - miasto (4)";15;10;13;0;0;0;0;0;0;0;
2404072;"Konopiska (2)";0;0;1;0;0;0;0;0;0;0;
2404082;"Kruszyna (2)";0;0;0;0;1;0;0;0;0;0;
2404092;"Lelów (2)";1;1;2;2;1;0;0;0;0;0;
2404102;"Mstów (2)";0;0;0;1;1;1;1;0;1;1;
2404112;"Mykanów (2)";0;0;0;0;0;1;1;0;0;0;
2404122;"Olsztyn (2)";2;1;0;1;2;2;2;0;0;;
2404152;"Rędziny (2)";0;0;0;0;1;1;0;0;0;0;
2405000;"Powiat gliwicki";4;8;5;6;7;8;8;0;0;4;
2405011;"Knurów (1)";1;2;1;1;1;1;1;0;0;1;
2405021;"Pyskowice (1)";2;2;2;2;2;2;2;0;0;1;
2405032;"Gierałtowice (2)";0;0;0;0;2;2;2;0;0;0;
2405042;"Pilchowice (2)";1;1;0;0;0;0;0;0;0;0;
2405052;"Rudziniec (2)";0;3;2;2;2;2;2;0;0;1;
2405073;"Toszek (3)";0;0;0;0;0;1;1;0;0;1;
2405074;"Toszek - miasto (4)";0;0;0;0;0;1;1;0;0;1;
2405082;"Wielowieś (2)";0;0;0;1;0;0;0;0;0;0;
2406000;"Powiat kłobucki";2;2;2;3;2;2;4;0;0;3;
2406013;"Kłobuck (3)";1;1;1;1;1;1;1;0;0;2;
2406014;"Kłobuck - miasto (4)";1;1;1;1;1;1;1;0;0;2;
2406032;"Lipie (2)";0;0;0;2;1;1;1;0;0;0;
2406042;"Miedźno (2)";0;0;0;0;0;0;2;0;0;1;
2406072;"Popów (2)";1;1;1;0;0;0;0;0;0;0;
2407000;"Powiat lubliniecki";5;6;8;8;4;6;6;0;0;5;
2407011;"Lubliniec (1)";2;2;2;4;1;3;3;0;0;2;
2407032;"Ciasna (2)";0;0;1;1;1;1;1;0;0;1;
2407052;"Kochanowice (2)";0;2;3;1;0;0;0;0;0;1;
2407062;"Koszęcin (2)";3;2;2;2;2;2;2;0;0;1;
2408000;"Powiat mikołowski";4;4;6;4;5;4;5;0;0;2;
2408011;"Łaziska Górne (1)";2;2;2;1;2;1;1;0;0;1;
2408021;"Mikołów (1)";1;1;2;1;1;1;1;0;0;1;
2408031;"Orzesze (1)";0;0;1;1;1;1;1;0;0;0;
2408042;"Ornontowice (2)";0;0;0;0;0;0;1;0;0;0;
2408052;"Wyry (2)";1;1;1;1;1;1;1;0;0;0;
2409000;"Powiat myszkowski";2;2;3;4;4;4;6;0;0;1;
2409011;"Myszków (1)";1;1;1;1;1;1;1;0;0;0;
2409023;"Koziegłowy (3)";0;0;1;1;1;1;1;0;0;0;
2409024;"Koziegłowy - miasto (4)";0;0;1;1;1;1;1;0;0;0;
2409042;"Poraj (2)";1;1;1;2;2;2;4;0;0;1;
2410000;"Powiat pszczyński";1;4;2;4;6;5;10;0;0;5;
2410012;"Goczałkowice-Zdrój (2)";0;1;1;1;2;0;1;0;0;1;
2410032;"Miedźna (2)";0;0;0;0;0;0;1;0;0;1;
2410042;"Pawłowice (2)";1;1;0;1;1;1;1;0;0;0;
2410053;"Pszczyna (3)";0;1;1;2;3;4;6;0;0;3;
2410054;"Pszczyna - miasto (4)";0;1;1;2;3;4;6;0;0;3;
2410062;"Suszec (2)";0;1;0;0;0;0;1;0;0;0;
2411000;"Powiat raciborski";5;5;6;7;10;7;7;0;0;2;
2411011;"Racibórz (1)";3;3;3;4;5;4;4;0;0;2;
2411042;"Krzyżanowice (2)";0;0;0;0;1;0;0;0;0;0;
2411053;"Kuźnia Raciborska (3)";0;0;1;1;2;1;1;0;0;0;
2411054;"Kuźnia Raciborska - miasto (4)";0;0;1;1;2;1;1;0;0;0;
2411062;"Nędza (2)";1;1;1;1;1;1;1;0;0;0;
2411072;"Pietrowice Wielkie (2)";1;1;1;1;1;1;1;0;0;0;
2412000;"Powiat rybnicki";3;5;3;2;3;4;3;0;0;3;
2412013;"Czerwionka-Leszczyny (3)";1;3;1;1;2;2;1;0;0;1;
2412014;"Czerwionka-Leszczyny - miasto (4)";1;3;1;1;2;2;1;0;0;1;
2412022;"Gaszowice (2)";0;0;0;0;0;0;1;0;0;0;
2412042;"Lyski (2)";1;1;1;1;1;1;1;0;0;1;
2412052;"Świerklany (2)";1;1;1;0;0;1;0;0;0;1;
2413000;"Powiat tarnogórski";4;4;7;5;4;5;4;0;0;2;
2413031;"Radzionków (1)";2;1;1;2;1;1;1;0;0;1;
2413041;"Tarnowskie Góry (1)";2;2;6;3;3;4;3;0;0;1;
2413072;"Świerklaniec (2)";0;1;0;0;0;0;0;0;0;0;
2414000;"Powiat bieruńsko-lędziński";4;4;5;5;5;6;9;1;0;4;
2414011;"Bieruń (1)";3;2;2;2;2;2;4;1;0;2;
2414021;"Imielin (1)";1;1;1;1;1;1;1;0;0;1;
2414031;"Lędziny (1)";0;0;1;1;1;1;1;0;0;0;
2414042;"Bojszowy (2)";0;0;0;0;0;1;2;0;0;0;
2414052;"Chełm Śląski (2)";0;1;1;1;1;1;1;0;0;1;
2415000;"Powiat wodzisławski";3;2;4;4;5;5;5;0;2;2;
2415011;"Pszów (1)";0;0;0;0;0;0;1;0;0;0;
2415031;"Rydułtowy (1)";1;1;1;1;1;1;1;0;1;0;
2415041;"Wodzisław Śląski (1)";1;1;2;2;2;3;2;0;1;1;
2415062;"Gorzyce (2)";0;0;0;0;1;0;0;0;0;0;
2415072;"Lubomia (2)";0;0;1;1;1;1;1;0;0;1;
2415092;"Mszana (2)";1;0;0;0;0;0;0;0;0;0;
2416000;"Powiat zawierciański";10;11;26;14;12;28;34;0;1;24;
2416021;"Zawiercie (1)";6;6;17;6;6;21;24;0;0;21;
2416042;"Kroczyce (2)";1;1;0;0;0;1;2;0;0;0;
2416053;"Łazy (3)";1;1;2;2;2;2;2;0;0;1;
2416054;"Łazy - miasto (4)";1;1;2;2;2;2;2;0;0;1;
2416063;"Ogrodzieniec (3)";1;1;4;3;1;2;4;0;1;1;
2416064;"Ogrodzieniec - miasto (4)";1;1;4;3;1;2;4;0;1;1;
2416073;"Pilica (3)";1;1;1;1;1;1;1;0;0;0;
2416074;"Pilica - miasto (4)";1;1;1;1;1;1;1;0;0;0;
2416083;"Szczekociny (3)";0;0;0;1;1;0;0;0;0;0;
2416084;"Szczekociny - miasto (4)";0;0;0;1;1;0;0;0;0;0;
2416102;"Żarnowiec (2)";0;1;2;1;1;1;1;0;0;1;
2417000;"Powiat żywiecki";14;14;15;14;16;21;20;0;5;13;
2417011;"Żywiec (1)";7;7;6;6;8;11;9;0;5;8;
2417022;"Czernichów (2)";0;0;0;0;1;1;0;0;0;0;
2417032;"Gilowice (2)";1;1;1;1;1;1;1;0;0;1;
2417042;"Jeleśnia (2)";2;2;2;1;1;1;2;0;0;1;
2417062;"Lipowa (2)";0;0;0;0;0;0;1;0;0;1;
2417082;"Łodygowice (2)";1;1;1;3;2;2;3;0;0;1;
2417092;"Milówka (2)";0;1;1;2;2;3;3;0;0;0;
2417102;"Radziechowy-Wieprz (2)";0;0;1;0;0;0;0;0;0;0;
2417142;"Ujsoły (2)";1;1;1;0;0;0;0;0;0;0;
2417152;"Węgierska Górka (2)";2;1;2;1;1;2;1;0;0;1;
2461000;"Powiat m. Bielsko-Biała";58;91;74;87;54;72;75;24;34;61;
2461011;"Bielsko-Biała (1)";58;91;74;87;54;72;75;24;34;61;
2462000;"Powiat m. Bytom";43;37;32;28;32;5;4;0;25;37;
2462011;"Bytom (1)";43;37;32;28;32;5;4;0;25;37;
2463000;"Powiat m. Chorzów";24;19;18;19;23;27;28;13;15;21;
2463011;"Chorzów (1)";24;19;18;19;23;27;28;13;15;21;
2464000;"Powiat m. Częstochowa";74;70;71;89;87;89;55;11;21;47;
2464011;"Częstochowa (1)";74;70;71;89;87;89;55;11;21;47;
2465000;"Powiat m. Dąbrowa Górnicza";53;48;56;56;58;75;39;1;10;24;
2465011;"Dąbrowa Górnicza (1)";53;48;56;56;58;75;39;1;10;24;
2466000;"Powiat m. Gliwice";25;39;38;69;61;83;87;28;108;103;
2466011;"Gliwice (1)";25;39;38;69;61;83;87;28;108;103;
2467000;"Powiat m. Jastrzębie-Zdrój";47;47;37;11;16;22;84;20;52;128;
2467011;"Jastrzębie-Zdrój (1)";47;47;37;11;16;22;84;20;52;128;
2468000;"Powiat m. Jaworzno";64;54;18;13;10;6;3;0;2;6;
2468011;"Jaworzno (1)";64;54;18;13;10;6;3;0;2;6;
2469000;"Powiat m. Katowice";37;51;55;58;76;64;63;13;35;67;
2469011;"Katowice (1)";37;51;55;58;76;64;63;13;35;67;
2470000;"Powiat m. Mysłowice";9;9;7;8;7;7;10;0;2;3;
2470011;"Mysłowice (1)";9;9;7;8;7;7;10;0;2;3;
2471000;"Powiat m. Piekary Śląskie";2;3;1;2;1;2;2;0;1;1;
2471011;"Piekary Śląskie (1)";2;3;1;2;1;2;2;0;1;1;
2472000;"Powiat m. Ruda Śląska";5;3;3;4;6;3;1;0;1;1;
2472011;"Ruda Śląska (1)";5;3;3;4;6;3;1;0;1;1;
2473000;"Powiat m. Rybnik";45;47;38;44;30;29;24;7;12;16;
2473011;"Rybnik (1)";45;47;38;44;30;29;24;7;12;16;
2474000;"Powiat m. Siemianowice Śląskie";2;4;3;4;2;3;2;0;0;1;
2474011;"Siemianowice Śląskie (1)";2;4;3;4;2;3;2;0;0;1;
2475000;"Powiat m. Sosnowiec";36;18;151;88;47;120;95;42;99;84;
2475011;"Sosnowiec (1)";36;18;151;88;47;120;95;42;99;84;
2476000;"Powiat m. Świętochłowice";1;1;1;1;2;4;0;0;1;1;
2476011;"Świętochłowice (1)";1;1;1;1;2;4;0;0;1;1;
2477000;"Powiat m. Tychy";35;42;64;75;74;79;82;34;28;52;
2477011;"Tychy (1)";35;42;64;75;74;79;82;34;28;52;
2478000;"Powiat m. Zabrze";39;41;41;39;38;51;48;17;23;43;
2478011;"Zabrze (1)";39;41;41;39;38;51;48;17;23;43;
2479000;"Powiat m. Żory";4;4;4;4;7;7;4;0;0;3;
2479011;"Żory (1)";4;4;4;4;7;7;4;0;0;3;
2600000;"ŚWIĘTOKRZYSKIE";76;73;75;84;250;242;223;40;96;146;
2601000;"Powiat buski";3;0;0;0;0;0;3;0;1;1;
2601013;"Busko-Zdrój (3)";3;0;0;0;0;0;1;0;1;1;
2601014;"Busko-Zdrój - miasto (4)";3;0;0;0;0;0;1;0;1;1;
2601063;"Stopnica (3)";;;0;0;0;0;1;0;0;0;
2601064;"Stopnica - miasto (4)";;;0;0;0;0;1;0;0;0;
2601072;"Tuczępy (2)";0;0;0;0;0;0;1;0;0;0;
2602000;"Powiat jędrzejowski";12;8;7;5;10;5;7;0;1;3;
2602012;"Imielno (2)";0;0;0;0;1;0;0;0;0;0;
2602023;"Jędrzejów (3)";1;1;1;2;3;2;2;0;0;1;
2602024;"Jędrzejów - miasto (4)";1;1;1;2;3;2;2;0;0;1;
2602033;"Małogoszcz (3)";4;1;0;1;1;1;1;0;0;1;
2602034;"Małogoszcz - miasto (4)";4;1;0;1;1;1;1;0;0;1;
2602042;"Nagłowice (2)";3;3;1;0;0;0;1;0;0;0;
2602052;"Oksa (2)";1;1;1;1;2;1;1;0;0;0;
2602063;"Sędziszów (3)";3;2;1;1;1;1;1;0;1;1;
2602064;"Sędziszów - miasto (4)";3;2;1;1;1;1;1;0;1;1;
2602072;"Słupia (2)";0;0;0;0;2;0;1;0;0;0;
2602082;"Sobków (2)";0;0;3;0;0;0;0;0;0;0;
2603000;"Powiat kazimierski";1;1;3;2;2;1;1;0;0;1;
2603012;"Bejsce (2)";0;0;3;0;0;0;0;0;0;0;
2603033;"Kazimierza Wielka (3)";1;1;0;2;2;1;1;0;0;1;
2603034;"Kazimierza Wielka - miasto (4)";1;1;0;2;2;1;1;0;0;1;
2604000;"Powiat kielecki";12;13;9;15;11;13;14;0;2;11;
2604012;"Bieliny (2)";0;0;0;0;2;2;2;0;0;0;
2604023;"Bodzentyn (3)";1;1;1;1;1;1;1;0;0;1;
2604024;"Bodzentyn - miasto (4)";1;1;1;1;1;1;1;0;0;1;
2604033;"Chęciny (3)";3;5;2;8;2;2;1;0;0;1;
2604034;"Chęciny - miasto (4)";3;5;2;8;2;2;1;0;0;1;
2604053;"Daleszyce (3)";0;0;1;0;0;0;0;0;0;0;
2604054;"Daleszyce - miasto (4)";0;0;1;0;0;0;0;0;0;0;
2604062;"Górno (2)";0;1;0;0;0;0;0;0;1;0;
2604072;"Łagów (2)";0;0;0;0;1;;;;;;
2604082;"Łopuszno (2)";4;0;0;0;0;1;0;0;1;1;
2604092;"Masłów (2)";0;0;0;0;0;0;1;0;0;0;
2604102;"Miedziana Góra (2)";0;0;0;0;0;1;1;0;0;0;
2604112;"Mniów (2)";0;0;0;0;0;0;1;0;0;0;
2604122;"Morawica (2)";1;1;1;1;;;;;;;
2604123;"Morawica (3)";;;;;1;1;1;0;0;1;
2604124;"Morawica - miasto (4)";;;;;1;1;1;0;0;1;
2604132;"Nowa Słupia (2)";1;1;1;1;1;2;;;;;
2604133;"Nowa Słupia (3)";;;;;;;1;0;0;2;
2604134;"Nowa Słupia - miasto (4)";;;;;;;1;0;0;2;
2604142;"Piekoszów (2)";0;0;0;0;0;0;2;0;0;3;
2604152;"Pierzchnica (2)";0;0;0;0;0;1;;;;;
2604162;"Raków (2)";1;1;2;2;2;1;1;0;0;1;
2604172;"Nowiny (2)";0;2;0;1;0;0;1;0;0;0;
2604182;"Strawczyn (2)";1;1;1;1;1;1;1;0;0;1;
2605000;"Powiat konecki";3;6;3;4;4;4;5;0;1;3;
2605012;"Fałków (2)";0;0;0;0;0;0;1;0;0;0;
2605033;"Końskie (3)";3;6;3;4;3;3;3;0;1;2;
2605034;"Końskie - miasto (4)";3;6;3;4;3;3;3;0;1;2;
2605042;"Radoszyce (2)";0;0;0;0;1;;;;;;
2605043;"Radoszyce (3)";;;;;;1;1;0;0;1;
2605044;"Radoszyce - miasto (4)";;;;;;1;1;0;0;1;
2606000;"Powiat opatowski";1;2;1;1;1;1;1;0;1;0;
2606053;"Ożarów (3)";1;1;1;1;1;1;1;0;1;0;
2606054;"Ożarów - miasto (4)";1;1;1;1;1;1;1;0;1;0;
2606072;"Tarłów (2)";0;1;0;0;0;0;0;0;0;0;
2607000;"Powiat ostrowiecki";8;16;15;17;73;45;45;2;6;14;
2607011;"Ostrowiec Świętokrzyski (1)";8;14;11;13;69;40;41;2;6;9;
2607022;"Bałtów (2)";0;2;3;2;2;3;1;0;0;3;
2607053;"Kunów (3)";0;0;1;2;2;2;2;0;0;2;
2607054;"Kunów - miasto (4)";0;0;1;2;2;2;2;0;0;2;
2607062;"Waśniów (2)";0;0;0;0;0;0;1;0;0;0;
2608000;"Powiat pińczowski";7;1;1;1;2;1;2;0;0;1;
2608043;"Pińczów (3)";6;1;1;1;2;1;2;0;0;1;
2608044;"Pińczów - miasto (4)";6;1;1;1;2;1;2;0;0;1;
2608052;"Złota (2)";1;0;0;0;0;0;0;0;0;0;
2609000;"Powiat sandomierski";10;2;19;23;31;32;36;0;17;21;
2609011;"Sandomierz (1)";0;0;0;0;0;1;0;0;0;1;
2609022;"Dwikozy (2)";10;0;18;21;29;29;34;0;17;19;
2609062;"Obrazów (2)";0;0;1;1;1;1;1;0;0;1;
2609072;"Samborzec (2)";0;2;0;1;1;1;1;0;0;0;
2610000;"Powiat skarżyski";1;1;1;1;1;3;3;0;0;1;
2610011;"Skarżysko-Kamienna (1)";0;0;0;0;0;2;2;0;0;1;
2610053;"Suchedniów (3)";1;1;1;1;1;1;1;0;0;0;
2610054;"Suchedniów - miasto (4)";1;1;1;1;1;1;1;0;0;0;
2611000;"Powiat starachowicki";1;4;1;1;7;7;6;0;0;5;
2611011;"Starachowice (1)";0;1;0;0;5;5;4;0;0;2;
2611022;"Brody (2)";0;0;0;0;1;1;1;0;0;2;
2611032;"Mirzec (2)";0;1;0;0;0;0;0;0;0;0;
2611042;"Pawłów (2)";1;1;1;1;1;1;1;0;0;1;
2611053;"Wąchock (3)";0;1;0;0;0;0;0;0;0;0;
2611054;"Wąchock - miasto (4)";0;1;0;0;0;0;0;0;0;0;
2612000;"Powiat staszowski";10;10;8;6;8;9;6;1;2;8;
2612012;"Bogoria (2)";0;1;0;0;0;0;1;0;0;1;
2612022;"Łubnice (2)";0;0;0;0;0;1;0;0;0;0;
2612043;"Osiek (3)";0;1;0;0;1;1;0;0;0;1;
2612044;"Osiek - miasto (4)";0;1;0;0;1;1;0;0;0;1;
2612053;"Połaniec (3)";5;3;2;1;3;3;3;0;0;4;
2612054;"Połaniec - miasto (4)";5;3;2;1;3;3;3;0;0;4;
2612062;"Rytwiany (2)";1;1;2;1;1;0;0;0;0;0;
2612073;"Staszów (3)";3;3;3;3;2;2;1;1;1;1;
2612074;"Staszów - miasto (4)";3;3;3;3;2;2;1;1;1;1;
2612082;"Szydłów (2)";1;1;1;1;1;2;;;;;
2612083;"Szydłów (3)";;;;;;;1;0;1;1;
2612084;"Szydłów - miasto (4)";;;;;;;1;0;1;1;
2613000;"Powiat włoszczowski";3;4;5;6;6;7;6;0;0;6;
2613032;"Moskorzew (2)";1;0;0;1;0;0;0;0;0;0;
2613042;"Radków (2)";0;2;3;2;3;4;5;0;0;4;
2613063;"Włoszczowa (3)";2;2;2;3;3;3;1;0;0;2;
2613064;"Włoszczowa - miasto (4)";2;2;2;3;3;3;1;0;0;2;
2661000;"Powiat m. Kielce";4;5;2;2;94;114;88;37;65;71;
2661011;"Kielce (1)";4;5;2;2;94;114;88;37;65;71;
2800000;"WARMIŃSKO-MAZURSKIE";229;240;203;238;296;268;275;22;54;178;
2801000;"Powiat bartoszycki";2;3;3;1;2;3;4;0;1;2;
2801011;"Bartoszyce (1)";2;3;3;0;1;2;3;0;1;1;
2801021;"Górowo Iławeckie (1)";0;0;0;1;1;1;1;0;0;0;
2801043;"Bisztynek (3)";0;0;0;0;0;0;0;0;0;1;
2801044;"Bisztynek - miasto (4)";0;0;0;0;0;0;0;0;0;1;
2802000;"Powiat braniewski";2;5;2;3;2;1;3;0;0;0;
2802011;"Braniewo (1)";2;4;2;2;2;1;2;0;0;0;
2802053;"Pieniężno (3)";0;1;0;0;0;0;1;0;0;0;
2802054;"Pieniężno - miasto (4)";0;1;0;0;0;0;1;0;0;0;
2802062;"Płoskinia (2)";0;0;0;1;0;0;0;0;0;0;
2803000;"Powiat działdowski";4;4;4;4;4;5;4;0;1;5;
2803011;"Działdowo (1)";3;3;3;2;3;2;2;0;1;4;
2803043;"Lidzbark (3)";1;1;1;2;1;2;1;0;0;1;
2803044;"Lidzbark - miasto (4)";1;1;1;2;1;2;1;0;0;1;
2803062;"Rybno (2)";0;0;0;0;0;1;1;0;0;0;
2804000;"Powiat elbląski";10;22;5;5;7;4;5;0;0;1;
2804063;"Młynary (3)";1;1;1;1;0;0;0;0;0;0;
2804064;"Młynary - miasto (4)";1;1;1;1;0;0;0;0;0;0;
2804073;"Pasłęk (3)";9;20;4;4;7;4;5;0;0;1;
2804074;"Pasłęk - miasto (4)";9;20;4;4;7;4;5;0;0;1;
